ts_open,ts_close,duration_s,dir,size,open_price,close_price,pnl_gross,spread_cost,slippage_cost,commission_cost,swap_cost,total_cost,pnl_net,reason_exit,z_price,state,pnl_net_fx,is_win,churn_flag,equity,dd,dd_pct
2010-02-05 00:00:00,2010-02-07 00:00:00,172800.0,buy,0.01,1067.05,1065.76,-1.2899999999999636,0.25,0.05,0.07,0.3,0.67,-1.9599999999999635,ALPHA_EJECT,1.1790477364264338,AUDITED,-1.9599999999999635,False,False,9998.04,0.0,0.0
2010-04-09 00:00:00,2010-04-09 02:00:00,7200.0,buy,0.01,1160.35,1160.4,0.0500000000001819,0.25,0.05,0.07,0.0125,0.3825,-0.3324999999998181,ALPHA_EJECT,0.2330894294082993,AUDITED,-0.3324999999998181,False,False,9997.7075,0.33250000000043656,0.0033256518277626065
2010-05-16 00:00:00,2010-05-16 02:00:00,7200.0,buy,0.01,1232.77,1232.77,0.0,0.25,0.05,0.07,0.0125,0.3825,-0.3825,ALPHA_EJECT,-1.3575880430067566,AUDITED,-0.3825,False,False,9997.325,0.7150000000001455,0.007151401674729701
2010-10-08 00:00:00,2010-10-08 02:00:00,7200.0,buy,0.01,1346.83,1346.6,-0.2300000000000182,0.25,0.05,0.07,0.0125,0.3825,-0.6125000000000183,ALPHA_EJECT,0.9288236649532524,AUDITED,-0.6125000000000183,False,False,9996.7125,1.327500000001237,0.013277602410084743
2011-01-27 02:00:00,2011-01-31 02:00:00,345600.0,buy,0.01,1314.1,1332.7,18.600000000000136,0.25,0.05,0.07,0.6,0.97,17.630000000000138,ALPHA_EJECT,0.4505016761768873,AUDITED,17.630000000000138,True,False,10014.3425,0.0,0.0
2011-02-01 02:00:00,2011-02-02 00:00:00,79200.0,buy,0.01,1342.2,1334.85,-7.350000000000136,0.25,0.05,0.07,0.1375,0.5075,-7.857500000000137,STOP_LOSS,0.1293055420630603,AUDITED,-7.857500000000137,False,False,10006.485,7.857500000000073,0.07846246520927433
2011-02-02 02:00:00,2011-02-09 02:00:00,604800.0,buy,0.01,1334.8,1363.3,28.5,0.25,0.05,0.07,1.05,1.42,27.08,ALPHA_EJECT,-0.0956534854166109,AUDITED,27.08,True,False,10033.565,0.0,0.0
2011-04-08 00:00:00,2011-04-08 02:00:00,7200.0,buy,0.01,1473.3,1473.2,-0.099999999999909,0.25,0.05,0.07,0.0125,0.3825,-0.482499999999909,ALPHA_EJECT,-0.4056951584881887,AUDITED,-0.482499999999909,False,False,10033.0825,0.48250000000007276,0.004808859064550563
2011-04-12 00:00:00,2011-04-15 00:00:00,259200.0,buy,0.01,1452.65,1487.25,34.59999999999991,0.25,0.05,0.07,0.45,0.82,33.77999999999991,ALPHA_EJECT,0.3517444815021238,AUDITED,33.77999999999991,True,False,10066.862500000001,0.0,0.0
2011-04-15 02:00:00,2011-04-21 02:00:00,518400.0,buy,0.01,1487.1,1504.4,17.300000000000182,0.25,0.05,0.07,0.9,1.27,16.030000000000182,ALPHA_EJECT,-0.2645850165423604,AUDITED,16.030000000000182,True,False,10082.8925,0.0,0.0
2011-04-26 02:00:00,2011-04-29 00:00:00,252000.0,buy,0.01,1506.8,1562.25,55.450000000000045,0.25,0.05,0.07,0.4375,0.8075,54.64250000000005,ALPHA_EJECT,-0.4071238812406542,AUDITED,54.64250000000005,True,False,10137.535,0.0,0.0
2011-04-29 02:00:00,2011-05-02 00:00:00,252000.0,buy,0.01,1562.2,1545.08,-17.12000000000012,0.25,0.05,0.07,0.4375,0.8075,-17.92750000000012,STOP_LOSS,1.1661832824419005,AUDITED,-17.92750000000012,False,False,10119.6075,17.92749999999978,0.1768427926512686
2011-05-02 02:00:00,2011-05-03 00:00:00,79200.0,buy,0.01,1544.6,1535.58,-9.019999999999982,0.25,0.05,0.07,0.1375,0.5075,-9.527499999999982,STOP_LOSS,1.25050932092539,AUDITED,-9.527499999999982,False,False,10110.08,27.454999999999927,0.2708252055356645
2011-05-03 02:00:00,2011-05-04 00:00:00,79200.0,buy,0.01,1536.5,1515.85,-20.65000000000009,0.25,0.05,0.07,0.1375,0.5075,-21.15750000000009,STOP_LOSS,0.7770263610762529,AUDITED,-21.15750000000009,False,False,10088.9225,48.61249999999927,0.47952978707347765
2011-05-04 02:00:00,2011-05-05 00:00:00,79200.0,buy,0.01,1515.6,1473.85,-41.75,0.25,0.05,0.07,0.1375,0.5075,-42.2575,STOP_LOSS,1.2702357777441562,AUDITED,-42.2575,False,False,10046.665,90.86999999999898,0.8963717511209479
2011-05-05 02:00:00,2011-05-16 02:00:00,950400.0,buy,0.01,1473.2,1489.5,16.299999999999955,0.25,0.05,0.07,1.65,2.02,14.279999999999957,ALPHA_EJECT,0.0007724930622386,AUDITED,14.279999999999957,True,False,10060.945,76.59000000000015,0.7555091055172697
2011-07-13 00:00:00,2011-07-15 00:00:00,172800.0,buy,0.01,1581.81,1593.15,11.340000000000146,0.25,0.05,0.07,0.3,0.67,10.670000000000146,ALPHA_EJECT,0.2429496868889936,AUDITED,10.670000000000146,True,False,10071.615,65.92000000000007,0.6502566945514868
2011-08-03 00:00:00,2011-08-03 02:00:00,7200.0,buy,0.01,1661.35,1661.0,-0.349999999999909,0.25,0.05,0.07,0.0125,0.3825,-0.7324999999999091,ALPHA_EJECT,1.1020865448663368,AUDITED,-0.7324999999999091,False,False,10070.8825,66.65250000000015,0.6574823169537777
2011-08-04 02:00:00,2011-08-15 02:00:00,950400.0,buy,0.01,1648.3,1765.3,117.0,0.25,0.05,0.07,1.65,2.02,114.98,ALPHA_EJECT,0.4452407430398294,AUDITED,114.98,True,False,10185.862500000001,0.0,0.0
2011-08-22 00:00:00,2011-08-23 00:00:00,86400.0,buy,0.01,1897.15,1828.1,-69.05000000000018,0.25,0.05,0.07,0.15,0.52,-69.57000000000018,STOP_LOSS,1.2546078334741615,AUDITED,-69.57000000000018,False,False,10116.2925,69.57000000000153,0.6830054892258905
