signal_name,timestamp_utc,log_time_assumption,log_timestamp_offset_hours_applied,direction,strength,asset,timeframe,position_ticket,provenance,source_file
SEM_FONTE,2026-05-05 05:35:08,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,NZDUSD,H1,183000465,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 05:44:59,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,BTCUSD,H1,183010620,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 05:44:59,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,BTCUSD,H1,183010629,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 05:52:21,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,BTCUSD,H1,183018847,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 06:07:04,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,GBPJPY,H1,183001988,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 06:09:01,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,NZDUSD,H1,183014428,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 06:09:01,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,NZDUSD,H1,183014446,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 06:10:51,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,BTCUSD,H1,183024345,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 06:15:52,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,CHFJPY,H4,183014374,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 06:15:52,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,CHFJPY,H4,183014394,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
