ts_open,ts_close,duration_s,pts_net,price_open,price_close,z_exit,score_at_exit,fr
2026-03-09 05:28:00,2026-03-09 05:43:00,900.0,1507.0000000000618,5075.98,5091.3,-0.4447047260460079,25,0.016318537859007175
2026-03-09 08:02:00,2026-03-09 08:18:00,960.0,894.9999999999818,5082.63,5091.83,-0.041801509867936446,25,0.027173913043478798
2026-03-09 08:23:00,2026-03-09 09:14:00,3060.0,3096.9999999999345,5096.56,5127.78,0.24723039716761566,25,0.008007687379884857
2026-03-09 09:42:00,2026-03-09 09:46:00,240.0,-951.9999999999527,5116.87,5107.6,0.4795179260665317,25,0.026968716289106014
2026-03-09 10:00:00,2026-03-09 10:03:00,180.0,-605.9999999999491,5096.82,5091.01,-0.39572158038059657,25,0.04302925989673355
2026-03-09 10:05:00,2026-03-09 10:31:00,1560.0,1050.0,5094.16,5104.91,-0.336363598924267,25,0.023255813953488372
2026-03-09 11:33:00,2026-03-09 11:34:00,60.0,515.9999999999854,5090.56,5095.97,0.12494122344111666,25,0.046210720887247085
2026-03-09 12:33:00,2026-03-09 12:39:00,360.0,-1278.9999999999964,5130.93,5118.39,0.022857739453659702,25,0.01993620414673052
2026-03-09 13:52:00,2026-03-09 13:55:00,180.0,346.00000000000364,5091.95,5095.66,-0.09717753358727131,25,0.06738544474393465
2026-03-09 14:21:00,2026-03-09 14:22:00,60.0,17.000000000007276,5085.33,5085.75,-0.03841344118576916,25,0.5952380952379921
2026-03-09 15:21:00,2026-03-09 15:22:00,60.0,-18.999999999959982,5102.24,5102.3,0.19489590061595327,25,4.166666666638877
2026-03-09 15:31:00,2026-03-09 15:32:00,60.0,-44.99999999998181,5111.45,5111.25,-0.32318252675133274,25,1.2500000000011369
2026-03-09 16:42:00,2026-03-09 17:24:00,2520.0,405.0000000000182,5075.91,5080.21,0.33210316495082803,25,0.05813953488371847
2026-03-09 20:25:00,2026-03-09 20:27:00,120.0,285.99999999996726,5094.14,5097.25,0.339822295756704,25,0.08038585209004062
2026-03-09 21:52:00,2026-03-09 21:59:00,420.0,43.000000000029104,5122.57,5123.25,-0.20705890982899827,25,0.36764705882337206
2026-03-09 22:20:00,2026-03-09 22:49:00,1740.0,-384.99999999994543,5137.73,5134.13,0.43043916964402146,25,0.06944444444445497
2026-03-09 23:44:00,2026-03-09 23:47:00,180.0,-123.99999999997817,5139.36,5138.37,-0.40479361563862465,25,0.2525252525253082
2026-03-10 02:00:00,2026-03-10 02:08:00,480.0,-1190.0000000000546,5154.14,5142.49,0.28376463003139774,25,0.021459227467810153
2026-03-10 03:29:00,2026-03-10 03:31:00,120.0,-117.00000000000728,5130.66,5129.74,0.49945629522420215,25,0.2717391304347611
2026-03-10 03:34:00,2026-03-10 03:42:00,480.0,560.0000000000364,5128.91,5134.76,0.1814577962345468,25,0.04273504273504008
2026-03-10 04:06:00,2026-03-10 04:40:00,2040.0,1326.0000000000218,5148.16,5161.67,0.1620277020694926,25,0.01850481125092494
2026-03-10 08:31:00,2026-03-10 08:39:00,480.0,-231.9999999999709,5171.24,5169.17,0.26052192553955283,25,0.12077294685992036
2026-03-10 10:21:00,2026-03-10 10:31:00,600.0,197.00000000002547,5165.04,5167.26,-0.01927346701991809,25,0.1126126126125997
2026-03-10 11:00:00,2026-03-10 11:14:00,840.0,-285.99999999996726,5182.45,5179.84,-0.19172469715045248,25,0.09578544061303884
2026-03-10 11:40:00,2026-03-10 11:44:00,240.0,-305.0000000000182,5192.79,5189.99,0.2072465193626576,25,0.08928571428570849
2026-03-10 11:46:00,2026-03-10 11:47:00,60.0,20.00000000007276,5191.07,5191.52,-0.3071157962380007,25,0.5555555555546573
2026-03-10 13:18:00,2026-03-10 13:21:00,180.0,365.99999999998545,5176.2,5180.11,-0.21517124074373764,25,0.06393861892583358
2026-03-10 13:27:00,2026-03-10 13:28:00,60.0,-218.0000000000291,5177.31,5175.38,-0.06375983068341025,25,0.12953367875645716
2026-03-10 13:30:00,2026-03-10 13:36:00,360.0,-814.9999999999636,5174.0,5166.1,-0.2527289569205168,25,0.031645569620254624
2026-03-10 13:38:00,2026-03-10 13:48:00,600.0,846.0000000000036,5162.45,5171.16,0.08057292612215457,25,0.02870264064293903
2026-03-10 16:01:00,2026-03-10 16:14:00,780.0,289.9999999999636,5197.56,5200.71,0.045646621382308745,25,0.07936507936508853
2026-03-10 16:19:00,2026-03-10 16:59:00,2400.0,-896.0000000000036,5214.41,5205.7,0.17446218424408097,25,0.02870264064293903
2026-03-10 18:36:00,2026-03-10 18:47:00,660.0,-88.00000000001091,5232.2,5231.57,-0.015342844308363048,25,0.3968253968253281
2026-03-10 21:03:00,2026-03-10 21:06:00,180.0,-50.0,5222.51,5222.26,0.30108358445108335,25,1.0
2026-03-10 21:15:00,2026-03-10 21:45:00,1800.0,-1885.9999999999673,5213.92,5195.31,0.35672809493166646,25,0.013433637829124363
2026-03-11 03:01:00,2026-03-11 03:03:00,120.0,-406.9999999999709,5194.79,5190.97,0.010675017570518416,25,0.06544502617801545
2026-03-11 03:10:00,2026-03-11 03:30:00,1200.0,2114.0000000000327,5189.82,5211.21,0.39905608867442727,25,0.011687704534829181
2026-03-11 04:04:00,2026-03-11 04:32:00,1680.0,-292.0000000000073,5218.31,5215.64,0.4822553962845049,25,0.09363295880149558
2026-03-11 05:02:00,2026-03-11 05:15:00,780.0,189.99999999996362,5200.54,5202.69,0.4509442508370593,25,0.11627906976746154
2026-03-11 08:31:00,2026-03-11 09:10:00,2340.0,855.9999999999491,5194.56,5203.37,0.46635101134990503,25,0.028376844494893808
2026-03-11 10:34:00,2026-03-11 10:45:00,660.0,-160.00000000003638,5191.83,5190.48,0.40543760968834336,25,0.18518518518513527
2026-03-11 11:39:00,2026-03-11 11:42:00,180.0,-59.99999999994543,5183.53,5183.18,-0.4694783495314004,25,0.714285714286828
2026-03-11 11:45:00,2026-03-11 11:47:00,120.0,202.99999999997453,5182.6,5184.88,0.3217088091281364,25,0.10964912280702979
2026-03-11 13:43:00,2026-03-11 13:47:00,240.0,467.0000000000073,5179.84,5184.76,0.4892975813852024,25,0.05081300813008055
2026-03-11 15:36:00,2026-03-11 15:55:00,1140.0,-196.00000000000364,5174.52,5172.81,0.3634049246977902,25,0.1461988304093536
2026-03-11 16:00:00,2026-03-11 16:12:00,720.0,1607.9999999999927,5164.81,5181.14,0.49640265628323815,25,0.015309246785058243
2026-03-11 17:01:00,2026-03-11 17:12:00,660.0,157.99999999999272,5184.87,5186.7,0.3972681992550552,25,0.13661202185792892
2026-03-11 20:38:00,2026-03-11 20:44:00,360.0,386.9999999999891,5159.12,5163.24,0.3057021784916734,25,0.06067961165048705
2026-03-11 22:57:00,2026-03-11 23:01:00,240.0,-164.00000000003274,5183.09,5181.7,0.02476602139907886,25,0.1798561151078713
