symbol,tf,status,validation,n_trades,hr_134,hr_target,hr_ic_95,hr_ic_str,mach_backtest,mach_limit,skip,skip_reasons,slip_backtest_pts,slip_executed_pts,slip_ratio_vs_bt,slip_alert_5x,fill_total,fill_partial,fill_rate_pct,retcode_done,retcode_requote,retcode_reject,retcode_error_rate_pct,latency_ms_avg,latency_ms_p95,cycle_wall_ms,ts,checksum,session
AUDJPY,D1,EXECUTE,VALIDATED,158,100.0,95,"[97.6263, 100.0]","[97.6263%, 100.0000%]",0.51,1.35,False,[],0.5,0.961,1.92,False,17,0,100.0,16,1,0,5.88,56.69,159.51,0.0,2026-03-20T23:39:15.003627+00:00,4992cb441dbb6d67c6762f254203ee02c1d30e08674a5e29a330224342128c51,1
