symbol,tf,status,validation,n_trades,hr_134,hr_target,hr_ic_95,hr_ic_str,mach_backtest,mach_limit,skip,skip_reasons,slip_backtest_pts,slip_executed_pts,slip_ratio_vs_bt,slip_alert_5x,fill_total,fill_partial,fill_rate_pct,retcode_done,retcode_requote,retcode_reject,retcode_error_rate_pct,latency_ms_avg,latency_ms_p95,cycle_wall_ms,ts,checksum,session
AUDJPY,M1,EXECUTE,VALIDATED,203,86.5,85.0,"[81.116, 90.5282]","[81.1160%, 90.5282%]",0.9,1.35,False,[],0.5,0.995,1.99,False,26,1,96.15,26,0,0,0.0,46.6,134.01,0.1,2026-03-20T23:39:14.999934+00:00,aa0e0e8ba5c1a752233f866a296310ba5ced02b73e051c1a9112124cfda8a4dd,1
