symbol,tf,status,validation,n_trades,hr_134,hr_target,hr_ic_95,hr_ic_str,mach_backtest,mach_limit,skip,skip_reasons,slip_backtest_pts,slip_executed_pts,slip_ratio_vs_bt,slip_alert_5x,fill_total,fill_partial,fill_rate_pct,retcode_done,retcode_requote,retcode_reject,retcode_error_rate_pct,latency_ms_avg,latency_ms_p95,cycle_wall_ms,ts,checksum,session
AUDJPY,W1,EXECUTE,VALIDATED,216,100.0,95,"[98.2526, 100.0]","[98.2526%, 100.0000%]",0.45,1.35,False,[],0.5,1.14,2.28,False,9,0,100.0,9,2,0,18.18,67.93,167.33,0.0,2026-03-20T23:39:15.004637+00:00,65caa574856d577b00c713ab56b19fd5df52b612483addeeb0a5873178e61cb8,1
