symbol,tf,status,validation,n_trades,hr_134,hr_target,hr_ic_95,hr_ic_str,mach_backtest,mach_limit,skip,skip_reasons,slip_backtest_pts,slip_executed_pts,slip_ratio_vs_bt,slip_alert_5x,fill_total,fill_partial,fill_rate_pct,retcode_done,retcode_requote,retcode_reject,retcode_error_rate_pct,latency_ms_avg,latency_ms_p95,cycle_wall_ms,ts,checksum,session
AUDJPY,M3,EXECUTE,VALIDATED,195,90.4,85.0,"[85.451, 93.7879]","[85.4510%, 93.7879%]",0.87,1.35,False,[],0.5,0.652,1.3,False,20,2,90.0,20,2,0,9.09,97.07,226.35,0.0,2026-03-20T23:39:15.002055+00:00,840553d83ed2d2a9487046774b6907f692f40582a4845026724966a47b318053,1
