symbol,tf,status,validation,n_trades,hr_134,hr_target,hr_ic_95,hr_ic_str,mach_backtest,mach_limit,skip,skip_reasons,slip_backtest_pts,slip_executed_pts,slip_ratio_vs_bt,slip_alert_5x,fill_total,fill_partial,fill_rate_pct,retcode_done,retcode_requote,retcode_reject,retcode_error_rate_pct,latency_ms_avg,latency_ms_p95,cycle_wall_ms,ts,checksum,session
AUDJPY,H4,EXECUTE,VALIDATED,106,100.0,95.0,"[96.5026, 100.0]","[96.5026%, 100.0000%]",0.58,1.35,False,[],0.5,0.74,1.48,False,30,1,96.67,29,0,0,0.0,138.02,365.27,0.0,2026-03-20T23:39:15.003627+00:00,61231f86a507cf66f1d37da8d88b34dc37cdb73297c3b67eee3c3282aa54eb2c,1
