symbol,tf,status,validation,n_trades,hr_134,hr_target,hr_ic_95,hr_ic_str,mach_backtest,mach_limit,skip,skip_reasons,slip_backtest_pts,slip_executed_pts,slip_ratio_vs_bt,slip_alert_5x,fill_total,fill_partial,fill_rate_pct,retcode_done,retcode_requote,retcode_reject,retcode_error_rate_pct,latency_ms_avg,latency_ms_p95,cycle_wall_ms,ts,checksum,session
AUDJPY,H1,EXECUTE,VALIDATED,226,100.0,95.0,"[98.3286, 100.0]","[98.3286%, 100.0000%]",0.65,1.35,False,[],0.5,0.453,0.91,False,13,1,92.31,11,1,0,8.33,174.21,348.9,0.0,2026-03-20T23:39:15.003627+00:00,eb722fc14e317a4783194e15eb0b979b1a5a18e9f9107b477be9fc83f6ffc3d5,1
