0
"(1774329000, 4322.01, 4323.55, 4312.33, 4313.86, 588, 12, 0)"
"(1774329060, 4313.85, 4313.89, 4307.85, 4312.56, 640, 12, 0)"
"(1774329120, 4312.57, 4315.85, 4306.08, 4315.77, 580, 12, 0)"
"(1774329180, 4315.72, 4316.17, 4308.91, 4311.14, 581, 12, 0)"
"(1774329240, 4311.13, 4312.22, 4308.18, 4312.13, 546, 12, 0)"
"(1774329300, 4312.1, 4314.45, 4311.28, 4312.54, 483, 12, 0)"
"(1774329360, 4312.56, 4319.69, 4310.56, 4319.29, 507, 12, 0)"
"(1774329420, 4319.28, 4320.99, 4313.18, 4313.5, 520, 12, 0)"
"(1774329480, 4313.52, 4315.59, 4311.48, 4312.03, 453, 12, 0)"
"(1774329540, 4312., 4316.56, 4309.44, 4314.03, 457, 12, 0)"
"(1774329600, 4314.16, 4318.55, 4312.76, 4318.49, 487, 12, 0)"
"(1774329660, 4318.48, 4330.63, 4317.83, 4330.47, 575, 12, 0)"
"(1774329720, 4331.21, 4348.21, 4330.42, 4348.06, 690, 12, 0)"
"(1774329780, 4348.07, 4349.56, 4342.03, 4342.3, 622, 12, 0)"
"(1774329840, 4342.5, 4343.08, 4335.67, 4336.16, 530, 12, 0)"
"(1774329900, 4336.17, 4342.21, 4335.89, 4341.56, 515, 12, 0)"
"(1774329960, 4341.79, 4341.96, 4335.82, 4337.74, 497, 12, 0)"
"(1774330020, 4337.68, 4337.95, 4334.56, 4334.72, 473, 12, 0)"
"(1774330080, 4334.88, 4340.96, 4334.66, 4339.47, 479, 12, 0)"
"(1774330140, 4339.72, 4353.79, 4339.15, 4352.06, 535, 12, 0)"
"(1774330200, 4352.32, 4358.85, 4344.75, 4352.72, 669, 12, 0)"
"(1774330260, 4352.64, 4353.09, 4347.08, 4350.3, 570, 12, 0)"
"(1774330320, 4350.34, 4365.01, 4350.06, 4364.58, 638, 12, 0)"
"(1774330380, 4364.61, 4367.78, 4363.16, 4365.61, 600, 12, 0)"
"(1774330440, 4365.6, 4371.54, 4364.68, 4370.33, 612, 12, 0)"
"(1774330500, 4370.34, 4370.54, 4365.21, 4367.03, 537, 12, 0)"
"(1774330560, 4367.08, 4373.61, 4365.28, 4365.99, 572, 12, 0)"
"(1774330620, 4365.93, 4368.33, 4364.77, 4367.34, 519, 12, 0)"
"(1774330680, 4367.28, 4368.24, 4362.87, 4363.02, 515, 12, 0)"
"(1774330740, 4362.95, 4363.94, 4359.69, 4361.39, 467, 12, 0)"
"(1774330800, 4361.42, 4361.71, 4353.42, 4356., 571, 12, 0)"
"(1774330860, 4355.98, 4356.79, 4352.94, 4355.7, 543, 12, 0)"
"(1774330920, 4355.68, 4356.95, 4353.24, 4353.91, 491, 12, 0)"
"(1774330980, 4353.92, 4364.51, 4353.4, 4364.18, 537, 12, 0)"
"(1774331040, 4365.08, 4369.53, 4364.48, 4366.93, 553, 12, 0)"
"(1774331100, 4366.84, 4371.04, 4364.83, 4368.82, 579, 12, 0)"
"(1774331160, 4368.83, 4379.41, 4368.83, 4377.52, 571, 12, 0)"
"(1774331220, 4377.58, 4379.2, 4375.78, 4377.67, 508, 12, 0)"
"(1774331280, 4377.68, 4377.77, 4370.55, 4372.07, 490, 12, 0)"
"(1774331340, 4372.1, 4373.85, 4363.3, 4363.86, 520, 12, 0)"
"(1774331400, 4363.82, 4363.92, 4352.28, 4355.93, 628, 12, 0)"
"(1774331460, 4356.01, 4356.52, 4353.05, 4355.04, 547, 12, 0)"
"(1774331520, 4355.54, 4357.63, 4353.13, 4356.61, 471, 12, 0)"
"(1774331580, 4356.59, 4360.24, 4356.58, 4357.52, 500, 12, 0)"
"(1774331640, 4357.61, 4359.87, 4356.14, 4359.42, 494, 12, 0)"
"(1774331700, 4359.55, 4361.28, 4356.23, 4358.42, 524, 12, 0)"
"(1774331760, 4358.43, 4363.16, 4358.39, 4358.39, 500, 12, 0)"
"(1774331820, 4358.15, 4365.65, 4357.23, 4364.07, 547, 12, 0)"
"(1774331880, 4364.12, 4366.23, 4360.67, 4362.85, 515, 12, 0)"
"(1774331940, 4362.86, 4366.92, 4361.48, 4366.13, 406, 12, 0)"
"(1774332000, 4366.14, 4368.14, 4359.81, 4359.81, 535, 12, 0)"
"(1774332060, 4359.74, 4363.32, 4353.14, 4355.71, 568, 12, 0)"
"(1774332120, 4355.75, 4355.75, 4350.27, 4351.2, 551, 12, 0)"
"(1774332180, 4351.19, 4353.61, 4350.19, 4353.53, 437, 12, 0)"
"(1774332240, 4353.54, 4353.95, 4350.52, 4351.83, 472, 12, 0)"
"(1774332300, 4351.81, 4358.99, 4351.52, 4357.76, 502, 12, 0)"
