ticket,position_id,symbol,entry,profit,reason,reason_label,timestamp_utc,volume,price,sl,tp,timezone_note,magic,commission,swap,fee,comment,order
186103535,182235357,GBPUSD,1,-74.5,4,SL,2026-05-04 00:05:00,0.25,1.36014,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,234001,0.0,-0.62,0.0,[sl 1.35788],182298963
186103536,182235359,AUDUSD,1,-28.0,4,SL,2026-05-04 00:05:00,0.25,0.72156,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,234001,0.0,-0.92,0.0,[sl 0.72118],182298964
186103585,182298840,XRPUSD,1,-0.43,4,SL,2026-05-04 00:05:01,0.1,1.38985,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 1.39115],182299023
186103649,182235360,EURUSD,1,-72.75,4,SL,2026-05-04 00:05:01,0.25,1.17482,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,234001,0.0,0.87,0.0,[sl 1.17257],182299058
186104596,182300009,BTCUSD,0,0.0,3,EXPERT,2026-05-04 00:07:52,0.1,78984.3,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|206939|H1|B,182300009
186104658,182300069,XRPUSD,0,0.0,3,EXPERT,2026-05-04 00:08:26,0.1,1.3933,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|06bf37|H1|S,182300069
186104662,182300009,BTCUSD,1,-1.81,4,SL,2026-05-04 00:08:29,0.1,78966.19,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 78967.80],182300072
186104920,182298908,ETHUSD,1,-0.2,4,SL,2026-05-04 00:10:03,0.1,2331.607,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 2331.146],182300334
186105044,182300437,BTCUSD,0,0.0,3,EXPERT,2026-05-04 00:10:45,0.1,79016.75,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|384b74|H1|B,182300437
186105226,182300594,ETHUSD,0,0.0,3,EXPERT,2026-05-04 00:12:07,0.1,2332.019,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|915f9d|H1|S,182300594
186105535,182300069,XRPUSD,1,-0.35,4,SL,2026-05-04 00:14:25,0.1,1.3968,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 1.39677],182300926
186105554,182300941,XRPUSD,0,0.0,3,EXPERT,2026-05-04 00:14:35,0.1,1.39475,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|153641|H1|S,182300941
186105768,182300437,BTCUSD,1,-2.29,4,SL,2026-05-04 00:16:57,0.1,78993.83,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 79000.25],182301122
186106029,182301361,BTCUSD,0,0.0,3,EXPERT,2026-05-04 00:19:25,0.1,78969.11,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|2b7a9f|H1|B,182301361
186106587,182301361,BTCUSD,1,-2.25,4,SL,2026-05-04 00:24:42,0.1,78946.62,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 78950.61],182301820
186106684,182301907,BTCUSD,0,0.0,3,EXPERT,2026-05-04 00:25:43,0.1,78931.66,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|70776d|H1|B,182301907
186106739,182301907,BTCUSD,1,-1.94,4,SL,2026-05-04 00:26:42,0.1,78912.27,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 78915.16],182302004
186106740,182302010,BTCUSD,0,0.0,3,EXPERT,2026-05-04 00:26:43,0.1,78920.99,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|439b29|H1|B,182302010
186106924,182302010,BTCUSD,1,-1.96,4,SL,2026-05-04 00:30:26,0.1,78901.38,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 78902.49],182302413
186110792,182300594,ETHUSD,1,-0.27,4,SL,2026-05-04 01:02:48,0.1,2334.67,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 2333.519],182304961
186110944,182300941,XRPUSD,1,-0.49,4,SL,2026-05-04 01:02:50,0.1,1.39966,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 1.39935],182305108
186111216,182305291,XRPUSD,0,0.0,3,EXPERT,2026-05-04 01:03:33,0.1,1.39505,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|de47b0|H4|S,182305291
186111503,182305514,ETHUSD,0,0.0,3,EXPERT,2026-05-04 01:04:06,0.1,2337.414,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|531305|H1|S,182305514
186111578,182305514,ETHUSD,1,-0.16,4,SL,2026-05-04 01:04:37,0.1,2339.032,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 2338.843],182305718
186113945,182307544,BTCUSD,0,0.0,3,EXPERT,2026-05-04 01:05:49,0.1,79017.27,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|208419|H1|B,182307544
186114754,182307544,BTCUSD,1,-1.83,4,SL,2026-05-04 01:06:27,0.1,78998.96,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 79000.77],182308341
186116102,182309882,BTCUSD,0,0.0,3,EXPERT,2026-05-04 01:08:40,0.1,78941.43,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|8f89b6|H1|B,182309882
186120721,182305291,XRPUSD,1,-0.63,4,SL,2026-05-04 01:14:01,0.1,1.4013,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 1.40095],182314363
186121606,182315108,XRPUSD,0,0.0,3,EXPERT,2026-05-04 01:14:51,0.1,1.4020000000000001,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|dcaad2|H1|B,182315108
186127523,182315108,XRPUSD,1,-0.48,4,SL,2026-05-04 01:23:25,0.1,1.39725,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 1.39726],182319966
186129195,182321110,XRPUSD,0,0.0,3,EXPERT,2026-05-04 01:27:02,0.1,1.3989,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|e3ddac|H1|B,182321110
186139805,182330528,GBPUSD,0,0.0,3,EXPERT,2026-05-04 01:51:46,0.1,1.35869,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|ab9846|H1|S,182330528
186143178,182309882,BTCUSD,1,24.0,3,EXPERT,2026-05-04 01:57:17,0.1,79181.46,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OMEGA_KILL_SWITC,182332785
186143179,182321110,XRPUSD,1,-0.18,3,EXPERT,2026-05-04 01:57:18,0.1,1.3971,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OMEGA_KILL_SWITC,182332786
186143180,182330528,GBPUSD,1,-1.7,3,EXPERT,2026-05-04 01:57:18,0.1,1.35886,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OMEGA_KILL_SWITC,182332787
186143510,182332986,BTCUSD,0,0.0,3,EXPERT,2026-05-04 01:58:43,0.1,79180.56,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|cce219|H1|B,182332986
186143708,182332986,BTCUSD,1,-2.11,4,SL,2026-05-04 01:59:23,0.1,79159.46,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 79164.06],182333098
186144635,182334016,EURUSD,0,0.0,3,EXPERT,2026-05-04 02:00:37,0.1,1.17311,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|8607be|H1|S,182334016
186145872,182334784,BTCUSD,0,0.0,3,EXPERT,2026-05-04 02:01:58,0.1,79163.91,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|91e466|H1|B,182334784
186148167,182334784,BTCUSD,1,-3.46,4,SL,2026-05-04 02:07:08,0.1,79129.33,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 79147.41],182336453
186148890,182336943,BTCUSD,0,0.0,3,EXPERT,2026-05-04 02:08:26,0.1,79140.38,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|92dfae|H1|B,182336943
186149613,182336943,BTCUSD,1,-1.8599999999999999,4,SL,2026-05-04 02:09:34,0.1,79121.81,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 79123.88],182337378
186152745,182339441,XAUUSD,0,0.0,3,EXPERT,2026-05-04 02:13:25,0.05,4612.34,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|7fbd04|H1|S,182339441
186153140,182339441,XAUUSD,1,-12.6,4,SL,2026-05-04 02:14:14,0.05,4614.86,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 4614.83],182339746
186154735,182340803,XAUUSD,0,0.0,3,EXPERT,2026-05-04 02:17:15,0.05,4615.3,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|7c465e|H1|S,182340803
186158310,182340803,XAUUSD,1,-13.1,4,SL,2026-05-04 02:29:36,0.05,4617.92,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 4617.80],182343194
186159595,182344030,XAUUSD,0,0.0,3,EXPERT,2026-05-04 02:32:42,0.05,4617.19,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|c80457|H1|S,182344030
186167890,182349868,USDJPY,0,0.0,3,EXPERT,2026-05-04 02:58:25,0.1,156.872,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|c36a94|H1|B,182349868
186170855,182351963,BTCUSD,0,0.0,3,EXPERT,2026-05-04 03:00:49,0.1,78488.89,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|a545aa|H1|S,182351963
186172778,182351963,BTCUSD,1,-2.01,4,SL,2026-05-04 03:01:50,0.1,78508.96,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 78507.39],182353141
186174793,182354472,BTCUSD,0,0.0,3,EXPERT,2026-05-04 03:03:31,0.1,78484.4,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|ef0b51|H1|S,182354472
186174922,182354472,BTCUSD,1,-2.14,4,SL,2026-05-04 03:03:49,0.1,78505.76,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 78502.90],182354575
186181503,182358854,BTCUSD,0,0.0,3,EXPERT,2026-05-04 03:09:48,0.1,78445.44,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|aa68d1|H1|S,182358854
186181528,182358854,BTCUSD,1,-1.78,4,SL,2026-05-04 03:09:54,0.1,78463.24,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 78461.89],182358874
186182270,182359420,BTCUSD,0,0.0,3,EXPERT,2026-05-04 03:11:16,0.1,78479.25,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|b8299e|H1|S,182359420
186183939,182359420,BTCUSD,1,-2.24,4,SL,2026-05-04 03:14:26,0.1,78501.64,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 78495.25],182360582
186185263,182361533,BTCUSD,0,0.0,3,EXPERT,2026-05-04 03:16:23,0.1,78449.29,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|4b8447|H1|S,182361533
186185426,182361533,BTCUSD,1,-1.65,4,SL,2026-05-04 03:16:41,0.1,78465.83,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 78465.79],182361647
186185768,182361891,BTCUSD,0,0.0,3,EXPERT,2026-05-04 03:17:32,0.1,78419.69,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|2758e7|H1|S,182361891
186187284,182361891,BTCUSD,1,-1.5899999999999999,4,SL,2026-05-04 03:19:09,0.1,78435.62,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 78435.33],182362960
186189888,182364704,BTCUSD,0,0.0,3,EXPERT,2026-05-04 03:21:26,0.1,78375.37,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|805107|H1|S,182364704
186195839,182364704,BTCUSD,1,-1.85,4,SL,2026-05-04 03:28:18,0.1,78393.83,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 78391.87],182368712
186196616,182369337,BTCUSD,0,0.0,3,EXPERT,2026-05-04 03:29:01,0.1,78422.41,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|818a72|H1|S,182369337
186200442,182369337,BTCUSD,1,-1.73,4,SL,2026-05-04 03:32:41,0.1,78439.74,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 78438.91],182372067
186200499,182372105,BTCUSD,0,0.0,3,EXPERT,2026-05-04 03:32:54,0.1,78431.44,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|1e8845|H1|S,182372105
186204991,182372105,BTCUSD,1,-1.72,4,SL,2026-05-04 03:45:39,0.1,78448.68,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 78448.44],182375257
186205035,182375297,BTCUSD,0,0.0,3,EXPERT,2026-05-04 03:45:43,0.1,78434.08,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|17e9ab|H1|S,182375297
186205233,182375297,BTCUSD,1,-1.56,4,SL,2026-05-04 03:46:21,0.1,78449.71,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 78447.15],182375418
186205635,182375683,BTCUSD,0,0.0,3,EXPERT,2026-05-04 03:47:08,0.1,78418.86,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|b520b0|H1|S,182375683
186205948,182375683,BTCUSD,1,-1.81,4,SL,2026-05-04 03:48:27,0.1,78436.93,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 78435.61],182375873
186206789,182376408,BTCUSD,0,0.0,3,EXPERT,2026-05-04 03:49:44,0.1,78471.27,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|f333cd|H1|S,182376408
186210020,182376408,BTCUSD,1,-2.31,4,SL,2026-05-04 03:56:29,0.1,78494.39,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 78487.77],182378460
186218552,182344030,XAUUSD,1,88.5,5,TP,2026-05-04 04:06:56,0.05,4599.49,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[tp 4599.59],182384290
186219753,182384976,XAUUSD,0,0.0,3,EXPERT,2026-05-04 04:07:32,0.05,4598.52,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|5c1a1e|H1|S,182384976
186220410,182384976,XAUUSD,1,-12.55,4,SL,2026-05-04 04:08:40,0.05,4601.03,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 4601.02],182385381
186220477,182385436,XAUUSD,0,0.0,3,EXPERT,2026-05-04 04:08:54,0.05,4600.43,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|8a1320|H1|S,182385436
186226910,182385436,XAUUSD,1,-14.2,4,SL,2026-05-04 04:17:38,0.05,4603.27,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 4603.03],182389544
186227001,182349868,USDJPY,1,-4.3,4,SL,2026-05-04 04:17:39,0.1,156.805,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 156.805],182389577
186228509,182390431,XAUUSD,0,0.0,3,EXPERT,2026-05-04 04:17:56,0.05,4603.65,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|d5aed8|H1|S,182390431
186229195,182390890,USDJPY,0,0.0,3,EXPERT,2026-05-04 04:19:13,0.1,156.883,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|91f775|H1|B,182390890
186237434,182396129,BTCUSD,0,0.0,3,EXPERT,2026-05-04 04:33:09,0.1,79099.99,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|886637|H1|B,182396129
186237457,182396129,BTCUSD,1,-1.79,4,SL,2026-05-04 04:33:12,0.1,79082.09,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 79083.49],182396145
186237871,182396427,BTCUSD,0,0.0,3,EXPERT,2026-05-04 04:34:29,0.1,78964.25,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|66702c|H1|B,182396427
186237888,182396427,BTCUSD,1,-1.81,4,SL,2026-05-04 04:34:33,0.1,78946.11,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 78947.32],182396445
186239407,182397393,BTCUSD,0,0.0,3,EXPERT,2026-05-04 04:37:07,0.1,78799.84,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|fa58bf|H1|B,182397393
186239412,182397393,BTCUSD,1,-1.88,4,SL,2026-05-04 04:37:08,0.1,78781.04,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 78783.34],182397402
186239954,182397777,BTCUSD,0,0.0,3,EXPERT,2026-05-04 04:38:18,0.1,78823.66,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|4e8e41|H1|B,182397777
186241803,182397777,BTCUSD,1,-1.75,4,SL,2026-05-04 04:42:43,0.1,78806.12,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 78807.75],182399061
186242043,182399259,BTCUSD,0,0.0,3,EXPERT,2026-05-04 04:43:29,0.1,78811.13,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|ea3087|H1|B,182399259
186242530,182399259,BTCUSD,1,-1.67,4,SL,2026-05-04 04:44:54,0.1,78794.46,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 78794.63],182399590
186243451,182400231,BTCUSD,0,0.0,3,EXPERT,2026-05-04 04:46:05,0.1,78851.48,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|0e1231|H1|B,182400231
186243531,182400231,BTCUSD,1,-1.79,4,SL,2026-05-04 04:46:17,0.1,78833.58,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 78835.03],182400278
186243797,182400459,BTCUSD,0,0.0,3,EXPERT,2026-05-04 04:47:17,0.1,78862.85,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|5d317e|H1|B,182400459
186243828,182400459,BTCUSD,1,-1.73,4,SL,2026-05-04 04:47:22,0.1,78845.59,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 78846.35],182400474
186244210,182400754,BTCUSD,0,0.0,3,EXPERT,2026-05-04 04:48:33,0.1,78851.95,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|615dcf|H1|B,182400754
186246553,182390431,XAUUSD,1,-12.65,4,SL,2026-05-04 04:51:27,0.05,4606.18,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 4606.15],182402334
186249311,182400754,BTCUSD,1,90.91,5,TP,2026-05-04 04:56:00,0.1,79761.08,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[tp 79747.12],182404274
186250816,182405360,BTCUSD,0,0.0,3,EXPERT,2026-05-04 04:57:32,0.1,79480.8,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|b4476b|H1|B,182405360
186250820,182405360,BTCUSD,1,-1.5699999999999998,4,SL,2026-05-04 04:57:32,0.1,79465.09,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 79466.65],182405363
186252541,182406495,BTCUSD,0,0.0,3,EXPERT,2026-05-04 04:58:58,0.1,79548.11,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|8873b4|H1|B,182406495
186258819,182410976,XAUUSD,0,0.0,3,EXPERT,2026-05-04 05:01:32,0.05,4614.61,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|1b98e8|H1|B,182410976
186259552,182406495,BTCUSD,1,-1.79,4,SL,2026-05-04 05:02:44,0.1,79530.22,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 79531.61],182411519
186259584,182411548,BTCUSD,0,0.0,3,EXPERT,2026-05-04 05:02:46,0.1,79549.94,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|a57d59|H1|B,182411548
186261259,182410976,XAUUSD,1,-13.6,4,SL,2026-05-04 05:05:55,0.05,4611.89,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 4612.11],182412955
186261790,182390890,USDJPY,1,17.45,5,TP,2026-05-04 05:06:04,0.1,157.159,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[tp 157.159],182413262
186262177,182413536,GBPUSD,0,0.0,3,EXPERT,2026-05-04 05:06:32,0.1,1.35857,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|1995ef|H1|B,182413536
186262209,182413558,XAUUSD,0,0.0,3,EXPERT,2026-05-04 05:06:35,0.05,4611.11,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|291bb8|H1|B,182413558
186262303,182413618,USDJPY,0,0.0,3,EXPERT,2026-05-04 05:06:41,0.1,157.142,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|959eb4|H1|B,182413618
186263927,182413558,XAUUSD,1,-12.85,4,SL,2026-05-04 05:09:05,0.05,4608.54,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 4608.61],182414775
186264289,182414983,XAUUSD,0,0.0,3,EXPERT,2026-05-04 05:09:14,0.05,4608.31,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|923465|H1|B,182414983
186265817,182414983,XAUUSD,1,-12.75,4,SL,2026-05-04 05:10:57,0.05,4605.76,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 4605.76],182416047
186266491,182416493,XAUUSD,0,0.0,3,EXPERT,2026-05-04 05:11:42,0.05,4605.28,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|d192d2|H1|B,182416493
186270244,182416493,XAUUSD,1,-13.05,4,SL,2026-05-04 05:16:07,0.05,4602.67,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 4602.78],182419164
186270867,182419547,XAUUSD,0,0.0,3,EXPERT,2026-05-04 05:16:50,0.05,4603.45,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|a93f03|H1|B,182419547
186273295,182419547,XAUUSD,1,-12.75,4,SL,2026-05-04 05:21:22,0.05,4600.9,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 4600.95],182421563
186277439,182424570,XAUUSD,0,0.0,3,EXPERT,2026-05-04 05:27:16,0.05,4596.52,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|e93c44|H1|S,182424570
186284942,182424570,XAUUSD,1,-12.7,4,SL,2026-05-04 05:37:12,0.05,4599.06,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 4599.02],182430042
186297072,182413618,USDJPY,1,-4.81,4,SL,2026-05-04 05:55:29,0.1,157.067,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 157.074],182438942
186297795,182439408,USDJPY,0,0.0,3,EXPERT,2026-05-04 05:56:42,0.1,157.168,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|ac5f43|H1|B,182439408
186298687,182439408,USDJPY,1,-4.36,4,SL,2026-05-04 05:58:36,0.1,157.1,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 157.100],182440063
186306159,182447078,USDJPY,0,0.0,3,EXPERT,2026-05-04 06:17:10,0.1,157.211,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|6e5d3a|H1|B,182447078
186309744,182449509,XAUUSD,0,0.0,3,EXPERT,2026-05-04 06:36:27,0.05,4606.1,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|10f886|H1|B,182449509
186310542,182449509,XAUUSD,1,-13.2,4,SL,2026-05-04 06:39:07,0.05,4603.46,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 4603.60],182450000
186314681,182447078,USDJPY,1,-4.68,4,SL,2026-05-04 06:45:00,0.1,157.138,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 157.143],182452750
186320473,182456663,USDJPY,0,0.0,3,EXPERT,2026-05-04 06:49:10,0.07,156.146,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|a043ba|H1|S,182456663
186320772,182456663,USDJPY,1,-6.98,4,SL,2026-05-04 06:49:32,0.07,156.301,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 156.296],182456835
186321138,182457097,USDJPY,0,0.0,3,EXPERT,2026-05-04 06:50:33,0.06,156.39,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,OV2|e3167b|H1|S,182457097
186322900,182334016,EURUSD,1,-6.9,4,SL,2026-05-04 06:53:25,0.1,1.1738,0.0,0.0,converted_from_iso8601_offset_to_utc_naive,0,0.0,0.0,0.0,[sl 1.17379],182458331
