timestamp_utc,ticket,time_setup,time_setup_msc,time_done,time_done_msc,time_expiration,type,type_time,type_filling,state,magic,position_id,position_by_id,reason,volume_initial,volume_current,price_open,sl,tp,price_current,price_stoplimit,symbol,comment,external_id
2026-05-04 01:04:37,182305718,2026-05-04T01:04:37+00:00,1777856677163,2026-05-04T01:04:37+00:00,1777856677163,1970-01-01T00:00:00+00:00,0,0,1,4,0,182305514,0,4,0.1,0.0,2338.843,0.0,0.0,2338.843,0.0,ETHUSD,[sl 2338.843],
2026-05-04 01:05:49,182307544,2026-05-04T01:05:49+00:00,1777856749310,2026-05-04T01:05:49+00:00,1777856749310,1970-01-01T00:00:00+00:00,0,0,1,4,0,182307544,0,3,0.1,0.0,0.0,79000.77,79641.07,79017.27,0.0,BTCUSD,OV2|208419|H1|B,
2026-05-04 01:06:27,182308341,2026-05-04T01:06:27+00:00,1777856787150,2026-05-04T01:06:27+00:00,1777856787150,1970-01-01T00:00:00+00:00,1,0,1,4,0,182307544,0,4,0.1,0.0,79000.77,0.0,0.0,79000.77,0.0,BTCUSD,[sl 79000.77],
2026-05-04 01:08:40,182309882,2026-05-04T01:08:40+00:00,1777856920984,2026-05-04T01:08:40+00:00,1777856920984,1970-01-01T00:00:00+00:00,0,0,1,4,0,182309882,0,3,0.1,0.0,0.0,78924.93,79609.26,78941.43,0.0,BTCUSD,OV2|8f89b6|H1|B,
2026-05-04 01:14:01,182314363,2026-05-04T01:14:01+00:00,1777857241822,2026-05-04T01:14:01+00:00,1777857241823,1970-01-01T00:00:00+00:00,0,0,1,4,0,182305291,0,4,0.1,0.0,1.40095,0.0,0.0,1.40095,0.0,XRPUSD,[sl 1.40095],
2026-05-04 01:14:51,182315108,2026-05-04T01:14:51+00:00,1777857291631,2026-05-04T01:14:51+00:00,1777857291631,1970-01-01T00:00:00+00:00,0,0,1,4,0,182315108,0,3,0.1,0.0,0.0,1.39726,1.4245,1.4020000000000001,0.0,XRPUSD,OV2|dcaad2|H1|B,
2026-05-04 01:23:25,182319966,2026-05-04T01:23:25+00:00,1777857805650,2026-05-04T01:23:25+00:00,1777857805650,1970-01-01T00:00:00+00:00,1,0,1,4,0,182315108,0,4,0.1,0.0,1.39726,0.0,0.0,1.39726,0.0,XRPUSD,[sl 1.39726],
2026-05-04 01:27:02,182321110,2026-05-04T01:27:02+00:00,1777858022093,2026-05-04T01:27:02+00:00,1777858022093,1970-01-01T00:00:00+00:00,0,0,1,4,0,182321110,0,3,0.1,0.0,0.0,1.3937300000000001,1.42344,1.3989,0.0,XRPUSD,OV2|e3ddac|H1|B,
2026-05-04 01:51:46,182330528,2026-05-04T01:51:46+00:00,1777859506926,2026-05-04T01:51:46+00:00,1777859506926,1970-01-01T00:00:00+00:00,1,0,1,4,0,182330528,0,3,0.1,0.0,0.0,1.3593899999999999,1.35659,1.35869,0.0,GBPUSD,OV2|ab9846|H1|S,
2026-05-04 01:57:17,182332785,2026-05-04T01:57:17+00:00,1777859837953,2026-05-04T01:57:17+00:00,1777859837954,1970-01-01T00:00:00+00:00,1,0,1,4,0,182309882,0,3,0.1,0.0,0.0,0.0,0.0,79181.46,0.0,BTCUSD,OMEGA_KILL_SWITC,
2026-05-04 01:57:18,182332786,2026-05-04T01:57:18+00:00,1777859838293,2026-05-04T01:57:18+00:00,1777859838293,1970-01-01T00:00:00+00:00,1,0,1,4,0,182321110,0,3,0.1,0.0,0.0,0.0,0.0,1.3971,0.0,XRPUSD,OMEGA_KILL_SWITC,
2026-05-04 01:57:18,182332787,2026-05-04T01:57:18+00:00,1777859838429,2026-05-04T01:57:18+00:00,1777859838429,1970-01-01T00:00:00+00:00,0,0,1,4,0,182330528,0,3,0.1,0.0,0.0,0.0,0.0,1.35886,0.0,GBPUSD,OMEGA_KILL_SWITC,
2026-05-04 01:58:43,182332986,2026-05-04T01:58:43+00:00,1777859923974,2026-05-04T01:58:43+00:00,1777859923974,1970-01-01T00:00:00+00:00,0,0,1,4,0,182332986,0,3,0.1,0.0,0.0,79164.06,79929.08,79180.56,0.0,BTCUSD,OV2|cce219|H1|B,
2026-05-04 01:59:23,182333098,2026-05-04T01:59:23+00:00,1777859963450,2026-05-04T01:59:23+00:00,1777859963450,1970-01-01T00:00:00+00:00,1,0,1,4,0,182332986,0,4,0.1,0.0,79164.06,0.0,0.0,79164.06,0.0,BTCUSD,[sl 79164.06],
2026-05-04 02:00:37,182334016,2026-05-04T02:00:37+00:00,1777860037229,2026-05-04T02:00:37+00:00,1777860037229,1970-01-01T00:00:00+00:00,1,0,1,4,0,182334016,0,3,0.1,0.0,0.0,1.17379,1.17107,1.17311,0.0,EURUSD,OV2|8607be|H1|S,
2026-05-04 02:01:58,182334784,2026-05-04T02:01:58+00:00,1777860118124,2026-05-04T02:01:58+00:00,1777860118124,1970-01-01T00:00:00+00:00,0,0,1,4,0,182334784,0,3,0.1,0.0,0.0,79147.41,79889.96,79163.91,0.0,BTCUSD,OV2|91e466|H1|B,
2026-05-04 02:07:08,182336453,2026-05-04T02:07:08+00:00,1777860428214,2026-05-04T02:07:08+00:00,1777860428215,1970-01-01T00:00:00+00:00,1,0,1,4,0,182334784,0,4,0.1,0.0,79147.41,0.0,0.0,79147.41,0.0,BTCUSD,[sl 79147.41],
2026-05-04 02:08:26,182336943,2026-05-04T02:08:26+00:00,1777860506079,2026-05-04T02:08:26+00:00,1777860506079,1970-01-01T00:00:00+00:00,0,0,1,4,0,182336943,0,3,0.1,0.0,0.0,79123.88,79851.93,79140.38,0.0,BTCUSD,OV2|92dfae|H1|B,
2026-05-04 02:09:34,182337378,2026-05-04T02:09:34+00:00,1777860574076,2026-05-04T02:09:34+00:00,1777860574076,1970-01-01T00:00:00+00:00,1,0,1,4,0,182336943,0,4,0.1,0.0,79123.88,0.0,0.0,79123.88,0.0,BTCUSD,[sl 79123.88],
2026-05-04 02:13:25,182339441,2026-05-04T02:13:25+00:00,1777860805375,2026-05-04T02:13:25+00:00,1777860805375,1970-01-01T00:00:00+00:00,1,0,1,4,0,182339441,0,3,0.05,0.0,0.0,4614.83,4594.82,4612.34,0.0,XAUUSD,OV2|7fbd04|H1|S,
2026-05-04 02:14:14,182339746,2026-05-04T02:14:14+00:00,1777860854287,2026-05-04T02:14:14+00:00,1777860854287,1970-01-01T00:00:00+00:00,0,0,1,4,0,182339441,0,4,0.05,0.0,4614.83,0.0,0.0,4614.83,0.0,XAUUSD,[sl 4614.83],
2026-05-04 02:17:15,182340803,2026-05-04T02:17:15+00:00,1777861035560,2026-05-04T02:17:15+00:00,1777861035560,1970-01-01T00:00:00+00:00,1,0,1,4,0,182340803,0,3,0.05,0.0,0.0,4617.8,4597.48,4615.3,0.0,XAUUSD,OV2|7c465e|H1|S,
2026-05-04 02:29:36,182343194,2026-05-04T02:29:36+00:00,1777861776237,2026-05-04T02:29:36+00:00,1777861776237,1970-01-01T00:00:00+00:00,0,0,1,4,0,182340803,0,4,0.05,0.0,4617.8,0.0,0.0,4617.8,0.0,XAUUSD,[sl 4617.80],
2026-05-04 02:32:42,182344030,2026-05-04T02:32:42+00:00,1777861962050,2026-05-04T02:32:42+00:00,1777861962050,1970-01-01T00:00:00+00:00,1,0,1,4,0,182344030,0,3,0.05,0.0,0.0,4619.69,4599.59,4617.19,0.0,XAUUSD,OV2|c80457|H1|S,
2026-05-04 02:58:25,182349868,2026-05-04T02:58:25+00:00,1777863505997,2026-05-04T02:58:25+00:00,1777863505997,1970-01-01T00:00:00+00:00,0,0,1,4,0,182349868,0,3,0.1,0.0,0.0,156.805,157.077,156.872,0.0,USDJPY,OV2|c36a94|H1|B,
2026-05-04 03:00:49,182351963,2026-05-04T03:00:49+00:00,1777863649065,2026-05-04T03:00:49+00:00,1777863649065,1970-01-01T00:00:00+00:00,1,0,1,4,0,182351963,0,3,0.1,0.0,0.0,78507.39,77774.13,78488.89,0.0,BTCUSD,OV2|a545aa|H1|S,
2026-05-04 03:01:50,182353141,2026-05-04T03:01:50+00:00,1777863710278,2026-05-04T03:01:50+00:00,1777863710279,1970-01-01T00:00:00+00:00,0,0,1,4,0,182351963,0,4,0.1,0.0,78507.39,0.0,0.0,78507.39,0.0,BTCUSD,[sl 78507.39],
2026-05-04 03:03:31,182354472,2026-05-04T03:03:31+00:00,1777863811290,2026-05-04T03:03:31+00:00,1777863811290,1970-01-01T00:00:00+00:00,1,0,1,4,0,182354472,0,3,0.1,0.0,0.0,78502.9,77921.91,78484.4,0.0,BTCUSD,OV2|ef0b51|H1|S,
2026-05-04 03:03:49,182354575,2026-05-04T03:03:49+00:00,1777863829567,2026-05-04T03:03:49+00:00,1777863829568,1970-01-01T00:00:00+00:00,0,0,1,4,0,182354472,0,4,0.1,0.0,78502.9,0.0,0.0,78502.9,0.0,BTCUSD,[sl 78502.90],
2026-05-04 03:09:48,182358854,2026-05-04T03:09:48+00:00,1777864188950,2026-05-04T03:09:48+00:00,1777864188950,1970-01-01T00:00:00+00:00,1,0,1,4,0,182358854,0,3,0.1,0.0,0.0,78461.89,77842.79,78445.44,0.0,BTCUSD,OV2|aa68d1|H1|S,
2026-05-04 03:09:54,182358874,2026-05-04T03:09:54+00:00,1777864194785,2026-05-04T03:09:54+00:00,1777864194785,1970-01-01T00:00:00+00:00,0,0,1,4,0,182358854,0,4,0.1,0.0,78461.89,0.0,0.0,78461.89,0.0,BTCUSD,[sl 78461.89],
2026-05-04 03:11:16,182359420,2026-05-04T03:11:16+00:00,1777864276579,2026-05-04T03:11:16+00:00,1777864276579,1970-01-01T00:00:00+00:00,1,0,1,4,0,182359420,0,3,0.1,0.0,0.0,78495.25,77876.15,78479.25,0.0,BTCUSD,OV2|b8299e|H1|S,
2026-05-04 03:14:26,182360582,2026-05-04T03:14:26+00:00,1777864466390,2026-05-04T03:14:26+00:00,1777864466391,1970-01-01T00:00:00+00:00,0,0,1,4,0,182359420,0,4,0.1,0.0,78495.25,0.0,0.0,78495.25,0.0,BTCUSD,[sl 78495.25],
2026-05-04 03:16:23,182361533,2026-05-04T03:16:23+00:00,1777864583704,2026-05-04T03:16:23+00:00,1777864583704,1970-01-01T00:00:00+00:00,1,0,1,4,0,182361533,0,3,0.1,0.0,0.0,78465.79,77891.92,78449.29,0.0,BTCUSD,OV2|4b8447|H1|S,
2026-05-04 03:16:41,182361647,2026-05-04T03:16:41+00:00,1777864601663,2026-05-04T03:16:41+00:00,1777864601663,1970-01-01T00:00:00+00:00,0,0,1,4,0,182361533,0,4,0.1,0.0,78465.79,0.0,0.0,78465.79,0.0,BTCUSD,[sl 78465.79],
2026-05-04 03:17:32,182361891,2026-05-04T03:17:32+00:00,1777864652737,2026-05-04T03:17:32+00:00,1777864652737,1970-01-01T00:00:00+00:00,1,0,1,4,0,182361891,0,3,0.1,0.0,0.0,78435.33,77846.82,78419.69,0.0,BTCUSD,OV2|2758e7|H1|S,
2026-05-04 03:19:09,182362960,2026-05-04T03:19:09+00:00,1777864749460,2026-05-04T03:19:09+00:00,1777864749460,1970-01-01T00:00:00+00:00,0,0,1,4,0,182361891,0,4,0.1,0.0,78435.33,0.0,0.0,78435.33,0.0,BTCUSD,[sl 78435.33],
