ts_open,ts_close,duration_s,dir,size,open_price,close_price,pnl_gross,spread_cost,slippage_cost,commission_cost,swap_cost,total_cost,pnl_net,reason_exit,z_price,state,pnl_net_fx,is_win,churn_flag,equity,dd,dd_pct
2026-03-02 04:31:00,2026-03-02 04:33:00,120.0,buy,0.01,5330.99,5329.95,-1.0399999999999636,0.25,0.05,0.07,0.0002,0.3702,-1.4101999999999637,ALPHA_EJECT,-1.3796265880282124,AUDITED,-1.4101999999999637,False,False,9998.5898,0.0,0.0
2026-03-02 04:45:00,2026-03-02 04:48:00,180.0,buy,0.01,5350.43,5345.35,-5.079999999999927,0.25,0.05,0.07,0.0003,0.3703,-5.450299999999928,ALPHA_EJECT,-0.8842301034569888,AUDITED,-5.450299999999928,False,False,9993.1395,5.450300000000425,0.05451068709709868
2026-03-02 07:17:00,2026-03-02 07:19:00,120.0,buy,0.01,5345.76,5349.21,3.4499999999998185,0.25,0.05,0.07,0.0002,0.3702,3.0797999999998185,ALPHA_EJECT,0.0919649447268734,AUDITED,3.0797999999998185,True,False,9996.2193,2.3704999999990832,0.023708343350570128
2026-03-02 08:07:00,2026-03-02 08:10:00,180.0,buy,0.01,5377.31,5375.3,-2.0100000000002183,0.25,0.05,0.07,0.0003,0.3703,-2.380300000000218,ALPHA_EJECT,1.2204564047749598,AUDITED,-2.380300000000218,False,False,9993.839,4.750799999999799,0.04751470052306576
2026-03-02 08:12:00,2026-03-02 08:16:00,240.0,buy,0.01,5375.16,5375.02,-0.1399999999994179,0.25,0.05,0.07,0.0004,0.3704,-0.510399999999418,ALPHA_EJECT,1.0056441532937137,AUDITED,-0.510399999999418,False,False,9993.3286,5.261199999999008,0.052619420390653565
2026-03-02 08:49:00,2026-03-02 09:02:00,780.0,buy,0.01,5384.61,5389.29,4.680000000000291,0.25,0.05,0.07,0.0014,0.3714,4.308600000000291,ALPHA_EJECT,0.0878806211030434,AUDITED,4.308600000000291,True,False,9997.637200000001,0.9525999999987107,0.009527343545973961
2026-03-02 09:03:00,2026-03-02 09:47:00,2640.0,buy,0.01,5389.05,5411.66,22.609999999999676,0.25,0.05,0.07,0.0046,0.3746,22.23539999999967,ALPHA_EJECT,0.104586635180984,AUDITED,22.23539999999967,True,False,10019.8726,0.0,0.0
2026-03-02 12:07:00,2026-03-02 12:10:00,180.0,buy,0.01,5386.35,5392.1,5.75,0.25,0.05,0.07,0.0003,0.3703,5.3797,ALPHA_EJECT,0.0003901499107023,AUDITED,5.3797,True,False,10025.2523,0.0,0.0
2026-03-02 13:46:00,2026-03-02 13:49:00,180.0,buy,0.01,5382.21,5380.88,-1.3299999999999272,0.25,0.05,0.07,0.0003,0.3703,-1.700299999999927,ALPHA_EJECT,1.6866146305011516,AUDITED,-1.700299999999927,False,False,10023.552,1.700300000000425,0.016960171665708852
2026-03-02 13:51:00,2026-03-02 13:52:00,60.0,buy,0.01,5383.55,5382.64,-0.9099999999998544,0.25,0.05,0.07,0.0001,0.3701,-1.2800999999998544,ALPHA_EJECT,1.488553718786738,AUDITED,-1.2800999999998544,False,False,10022.2719,2.9804000000003725,0.029728927620109598
2026-03-02 15:05:00,2026-03-02 15:08:00,180.0,buy,0.01,5406.49,5401.23,-5.260000000000218,0.25,0.05,0.07,0.0003,0.3703,-5.630300000000219,STOP_LOSS,1.5037276371921078,AUDITED,-5.630300000000219,False,False,10016.6416,8.61069999999927,0.08589010772326666
2026-03-02 16:11:00,2026-03-02 16:12:00,60.0,buy,0.01,5375.77,5372.49,-3.280000000000655,0.25,0.05,0.07,0.0001,0.3701,-3.650100000000655,ALPHA_EJECT,1.3343822381018229,AUDITED,-3.650100000000655,False,False,10012.9915,12.260800000000017,0.12229916647584038
2026-03-02 16:23:00,2026-03-02 16:24:00,60.0,buy,0.01,5351.74,5347.98,-3.760000000000218,0.25,0.05,0.07,0.0001,0.3701,-4.130100000000218,ALPHA_EJECT,1.23105022239906,AUDITED,-4.130100000000218,False,False,10008.8614,16.39090000000033,0.1634961346558862
2026-03-02 16:25:00,2026-03-02 16:26:00,60.0,buy,0.01,5329.13,5314.69,-14.440000000000513,0.25,0.05,0.07,0.0001,0.3701,-14.810100000000512,STOP_LOSS,1.510487511634918,AUDITED,-14.810100000000512,False,False,9994.0513,31.20100000000093,0.31122408759728604
2026-03-02 16:27:00,2026-03-02 16:33:00,360.0,buy,0.01,5323.33,5308.02,-15.30999999999949,0.25,0.05,0.07,0.0006,0.3706,-15.68059999999949,ALPHA_EJECT,1.4667501211091107,AUDITED,-15.68059999999949,False,False,9978.3707,46.88160000000062,0.46763511378163136
2026-03-02 16:34:00,2026-03-02 16:59:00,1500.0,buy,0.01,5316.3,5333.84,17.539999999999964,0.25,0.05,0.07,0.0026,0.3726,17.167399999999965,ALPHA_EJECT,-0.0673965722152871,AUDITED,17.167399999999965,True,False,9995.5381,29.714200000000346,0.2963935381456719
2026-03-02 22:12:00,2026-03-02 22:13:00,60.0,buy,0.01,5342.4,5340.26,-2.139999999999418,0.25,0.05,0.07,0.0001,0.3701,-2.510099999999418,ALPHA_EJECT,2.418025318267812,AUDITED,-2.510099999999418,False,False,9993.028,32.22429999999986,0.3214313120079767
