ts_open,ts_close,duration_s,dir,size,open_price,close_price,pnl_gross,spread_cost,slippage_cost,commission_cost,swap_cost,total_cost,pnl_net,reason_exit,z_price,state
2026-03-02 09:09:00,2026-03-02 09:17:00,480.0,buy,0.1,5400.74,5415.54,148.0,2.5,0.5,0.7,0.01,3.71,144.29,TAKE_PROFIT,2.28,AUDITED
2026-03-02 16:26:00,2026-03-02 16:28:00,120.0,buy,0.1,5314.69,5332.18,174.9,2.5,0.5,0.7,0.0,3.7,171.2,TAKE_PROFIT,1.69,AUDITED
2026-03-03 07:16:00,2026-03-03 07:25:00,540.0,buy,0.1,5354.08,5360.76,66.8,2.5,0.5,0.7,0.01,3.71,63.09,ALPHA_EJECT,-0.28,AUDITED
2026-03-03 07:39:00,2026-03-03 07:47:00,480.0,buy,0.1,5338.27,5335.47,-28.0,2.5,0.5,0.7,0.01,3.71,-31.71,ALPHA_EJECT,1.16,AUDITED
2026-03-03 13:31:00,2026-03-03 13:32:00,60.0,buy,0.1,5101.83,5080.27,-215.6,2.5,0.5,0.7,0.0,3.7,-219.3,STOP_LOSS,1.54,AUDITED
2026-03-04 19:25:00,2026-03-04 19:30:00,300.0,buy,0.1,5137.33,5129.25,-80.8,2.5,0.5,0.7,0.01,3.71,-84.51,STOP_LOSS,-0.0,AUDITED
