time,Y,X,Beta,Spread,Z_Score
2026-03-20 18:41:00,4558.24,69.47,35.48471650623573,-20.9375838975202,-0.07164905606138175
2026-03-20 18:42:00,4562.15,69.641,35.53607087129359,-22.910607948513643,-0.2490226113726073
2026-03-20 18:43:00,4565.63,69.649,35.58723542517207,-19.532187659670853,0.06153386839714597
2026-03-20 18:44:00,4562.85,69.531,35.62822561187545,-17.952960557800907,0.2062847519337324
2026-03-20 18:45:00,4558.74,69.278,35.66786813047443,-12.881232433586774,0.6727195385933629
2026-03-20 18:46:00,4552.78,69.158,35.696747129961366,-14.421619130941508,0.5205711127067549
2026-03-20 18:47:00,4555.05,69.319,35.73298969035926,-17.744162893633074,0.20243206004426206
2026-03-20 18:48:00,4549.58,69.059,35.77447060060429,-13.739967153223915,0.5791198846864397
2026-03-20 18:49:00,4549.4,68.955,35.80760465310355,-10.044861151713121,0.9189577380375616
2026-03-20 18:50:00,4546.63,68.92,35.82919793277526,-11.446264109455115,0.7708078826416233
2026-03-20 18:51:00,4556.35,69.163,35.85620169555079,-10.306102363188074,0.8661153734079786
2026-03-20 18:52:00,4558.11,69.291,35.87572711148567,-13.035189814349906,0.5922267594382755
2026-03-20 18:53:00,4558.8,69.333,35.90148920992593,-13.735919365375594,0.5169197338704083
2026-03-20 18:54:00,4558.52,69.321,35.92711984448592,-13.462442867403297,0.5369216156288169
2026-03-20 18:55:00,4555.28,69.258,35.95239796705677,-14.319242105508238,0.4463260695027881
2026-03-20 18:56:00,4552.59,69.176,35.97918015567259,-13.930449796871471,0.4793358038156834
2026-03-20 18:57:00,4554.94,69.302,36.00512500119427,-15.99108298372903,0.2683287748419622
2026-03-20 18:58:00,4552.81,69.289,36.033974869931214,-17.526984688879566,0.1106426214622639
2026-03-20 18:59:00,4553.49,69.259,36.066301534941914,-15.628785297279137,0.30272457945875875
2026-03-20 19:00:00,4561.67,69.474,36.09395118505004,-15.087371294444893,0.3549391136074667
2026-03-20 19:01:00,4561.99,69.564,36.11583604844989,-17.914923088912474,0.05804930559478014
2026-03-20 19:02:00,4559.73,69.439,36.14399533712045,-15.546774090542385,0.3053349978347068
2026-03-20 19:03:00,4571.39,69.748,36.17505062378864,-14.962090983287453,0.36362998404697905
2026-03-20 19:04:00,4574.47,69.864,36.195698770591335,-16.000379983674065,0.2491106831932405
2026-03-20 19:05:00,4579.89,69.957,36.22072229114315,-13.869639046018165,0.47493702751462125
2026-03-20 19:06:00,4576.18,69.765,36.23861823017921,-10.5582887233777,0.8237121889253981
2026-03-20 19:07:00,4573.86,69.732,36.25476712364022,-11.627172862901716,0.695734251875149
2026-03-20 19:08:00,4572.39,69.672,36.27416095376303,-10.859223468917662,0.768137924277379
2026-03-20 19:09:00,4571.84,69.745,36.29653963191616,-13.997709713012227,0.41514003831308743
2026-03-20 19:10:00,4573.04,69.782,36.316549194344844,-14.069283448278838,0.40241842812092504
2026-03-20 19:11:00,4579.52,69.957,36.33362808851542,-13.877432863078866,0.41907967709596716
2026-03-20 19:12:00,4583.16,70.026,36.35219389513081,-12.683979980231015,0.5475635336954755
2026-03-20 19:13:00,4584.36,70.032,36.36792520862254,-11.648620837418093,0.6565602077259588
2026-03-20 19:14:00,4588.46,70.049,36.387738780521,-8.11795176643409,1.0407525726868376
2026-03-20 19:15:00,4588.04,69.978,36.40139978257724,-5.91976476405398,1.2597425977784815
2026-03-20 19:16:00,4586.15,69.98,36.40927241711362,-7.85730131791297,1.0171391428402479
2026-03-20 19:17:00,4593.31,70.055,36.41847244564716,-3.3957109502289313,1.4773034488984271
2026-03-20 19:18:00,4596.58,70.083,36.414532715442384,-1.133025915244616,1.6658521620471176
2026-03-20 19:19:00,4601.94,70.213,36.407865198005425,-0.5030564975704692,1.668716145504513
2026-03-20 19:20:00,4610.57,70.365,36.403655554171515,2.5950209525390164,1.909563979623052
2026-03-20 19:21:00,4607.89,70.299,36.39022997113015,2.310373667528438,1.7984015181813917
2026-03-20 19:22:00,4603.1,70.274,36.37609265806484,-1.576068899987149,1.3582671222608822
2026-03-20 19:23:00,4600.29,70.261,36.367967878886624,-3.9070683488234863,1.0957790381168793
2026-03-20 19:24:00,4596.55,70.138,36.35870657107322,-3.159988226188034,1.1444969283311452
2026-03-20 19:25:00,4591.58,70.032,36.351866874533236,-4.265282304527318,1.0114730775391592
2026-03-20 19:26:00,4587.37,69.897,36.34538108168339,-3.553669407167945,1.0603958966478892
2026-03-20 19:27:00,4588.0,69.915,36.33807925245165,-3.5658369620123267,1.0370554966047956
2026-03-20 19:28:00,4587.63,69.942,36.3296717988991,-4.905472301155896,0.8855764734951865
2026-03-20 19:29:00,4584.79,69.827,36.322530914967814,-3.5510480956763786,1.0020664895085756
2026-03-20 19:30:00,4579.96,69.87,36.31176973226461,-9.932166642923221,0.3524111833522766
2026-03-20 19:31:00,4574.52,69.788,36.312734818856505,-12.356626104521638,0.10388974761875101
2026-03-20 19:32:00,4576.5,69.576,36.32339632980903,-2.624709286797952,1.0828942230964311
2026-03-20 19:33:00,4582.51,69.795,36.314902738922385,-4.563962203579649,0.8678699687524474
2026-03-20 19:34:00,4581.07,69.795,36.30812700335072,-5.991149323551326,0.7098770735897457
2026-03-20 19:35:00,4584.55,69.822,36.30266963413635,-3.4725379317069383,0.9522105882263918
2026-03-20 19:36:00,4588.83,69.974,36.290842292572286,-4.702857763335487,0.8109627903046299
2026-03-20 19:37:00,4587.58,69.894,36.27821002097487,-3.0398031146551148,0.9648413006669131
2026-03-20 19:38:00,4588.41,69.966,36.256096959799905,-4.81926796523021,0.7672828489453613
2026-03-20 19:39:00,4590.04,69.92,36.23450420015122,-1.514773244342905,1.0880174467871642
2026-03-20 19:40:00,4588.34,69.906,36.20715627502035,-2.7157156244047655,0.9445475380289335
2026-03-20 19:41:00,4588.33,69.921,36.175979582626574,-3.2751959106799404,0.8705577974682347
2026-03-20 19:42:00,4585.41,69.973,36.139046739623325,-8.080285403299058,0.36406036172553063
2026-03-20 19:43:00,4584.02,69.9,36.11273861883004,-6.817279757341566,0.4910850981288219
2026-03-20 19:44:00,4581.33,69.885,36.084856234450655,-8.955799351781934,0.26106300649484715
2026-03-20 19:45:00,4578.09,69.749,36.059442872626995,-7.275582988732822,0.4360135678488298
2026-03-20 19:46:00,4579.88,69.751,36.04356500498307,-5.545008163146122,0.6145230820330831
2026-03-20 19:47:00,4572.14,69.602,36.02920083763843,-7.909927241343212,0.35327476037467154
2026-03-20 19:48:00,4569.01,69.5,36.01418165474833,-7.353428229138444,0.4095126765461365
2026-03-20 19:49:00,4576.96,69.649,36.01085689916641,-4.746191186141914,0.6876912279720214
2026-03-20 19:50:00,4575.77,69.603,35.995477226509095,-4.275379605378475,0.7287067955927327
2026-03-20 19:51:00,4573.16,69.438,35.98927760261596,-0.9365177714280435,1.0777556162499602
2026-03-20 19:52:00,4576.39,69.507,35.98152209823028,-0.192668420220798,1.1339662845763987
2026-03-20 19:53:00,4579.35,69.644,35.97554639976031,-2.165317623774172,0.898158118283827
2026-03-20 19:54:00,4581.39,69.729,35.98792021360336,-3.1679377933387514,0.7739466149235603
2026-03-20 19:55:00,4585.45,69.725,35.99395075583553,1.050565123049637,1.2142776196660219
2026-03-20 19:56:00,4585.97,69.751,35.99755980852195,0.63323760908861,1.1408089542058741
2026-03-20 19:57:00,4582.71,69.737,36.00169670374363,-2.1225809482493787,0.8214970569419808
2026-03-20 19:58:00,4584.49,69.754,36.01516830816823,-0.9395322847794887,0.935018531834694
2026-03-20 19:59:00,4583.37,69.699,36.02881337870082,-0.06731000603122084,1.0110525095107883
2026-03-20 20:00:00,4585.29,69.81,36.04267264943854,-2.1390190202109807,0.7683048302480052
2026-03-20 20:01:00,4585.66,69.842,36.070019601316794,-2.9005513209613127,0.6733755324924345
2026-03-20 20:02:00,4590.56,69.946,36.09740172896386,-1.7309130702533366,0.7915021865202486
2026-03-20 20:03:00,4585.83,69.877,36.11805076854067,-3.9551607174798846,0.5340899713998764
2026-03-20 20:04:00,4589.57,69.982,36.135943202212005,-3.9886049824763177,0.52355002267723
2026-03-20 20:05:00,4575.47,69.541,36.15024750359441,-2.1290966458791445,0.7247177347507309
2026-03-20 20:06:00,4589.62,69.828,36.176749583745114,1.6646384869009125,1.13337205422064
2026-03-20 20:07:00,4595.51,70.012,36.18939676665515,0.8953573835897259,1.0238507132396724
2026-03-20 20:08:00,4597.43,70.097,36.21018087286441,-0.2599023236944049,0.8760056869426718
2026-03-20 20:09:00,4590.98,69.929,36.23955509266699,-0.615198110232086,0.8212914094444923
2026-03-20 20:10:00,4589.55,69.933,36.269164409341684,-2.177717099819347,0.6328019166459182
2026-03-20 20:11:00,4588.36,69.927,36.29594113560102,-3.1336885560085648,0.5157276801893238
2026-03-20 20:12:00,4585.67,69.907,36.32984133691204,-5.076415683748564,0.2864654231307687
