time,Y,X,Beta,Spread,Z_Score,PnL_Net_Pts
2026-03-20 14:47:00,4668.16,72.181,26.78967433776572,-8.821069359095418,0.4007025592138062,-11.563331903726564
2026-03-20 14:48:00,4668.06,72.131,26.813629537341157,-7.553753773508106,0.5599767064677934,-10.783551609929264
2026-03-20 14:49:00,4665.51,72.026,26.834121117895297,-7.261873157898663,0.5906822794002288,-12.167558188261053
2026-03-20 14:50:00,4664.16,71.995,26.854743477671867,-7.752867485634852,0.518419948762391,-13.174088836574445
2026-03-20 14:51:00,4659.38,71.87,26.869231601437928,-9.147209769943402,0.3277879601070198,-11.003726190989127
2026-03-20 14:52:00,4662.61,71.974,26.893135416032848,-8.676032767017205,0.3869469731623143,-11.175732206461298
2026-03-20 14:53:00,4665.32,72.093,26.921725112699956,-9.135722687698035,0.3207626688673573,-11.407650831835658
2026-03-20 14:54:00,4662.86,72.064,26.937681565591184,-10.786015415812471,0.09352129792534641,-11.810652043450663
2026-03-20 14:55:00,4664.41,72.102,26.95118558550014,-10.226689026507302,0.16916356523297094,-14.711856030451298
2026-03-20 14:56:00,4667.87,72.189,26.968819201737517,-9.081557835320382,0.32575010651766556,-16.733767057045462
2026-03-20 14:57:00,4669.98,72.2,26.983095506609395,-7.243040250089507,0.5786300307577845,-19.1236059045856
2026-03-20 14:58:00,4671.48,72.125,26.98948889020327,-3.6991346286113185,1.0686238117856581,-21.713236506451782
2026-03-20 14:59:00,4671.54,72.172,26.998455043230113,-4.896812025178406,0.8781414775966209,-23.472815073497035
2026-03-20 15:00:00,4678.41,72.353,27.00132900433629,-2.9005947929090325,1.1433939791674552,-24.9739757921104
2026-03-20 15:01:00,4682.55,72.39,26.99032642585094,0.24916630711959442,1.5589933318569529,-26.83481867798153
2026-03-20 15:02:00,4678.16,72.391,26.981675023263087,-4.166954200491091,0.8967256084796207,-24.710616138068033
2026-03-20 15:03:00,4680.91,72.358,26.973083647819088,-0.5154232179284008,1.3866137391597824,-28.021979676660578
2026-03-20 15:04:00,4679.62,72.237,26.96387544270894,1.4596715878433315,1.618360763167957,-27.582477209788305
2026-03-20 15:05:00,4681.67,72.294,26.955283576954546,1.9695413124336483,1.630801029174158,-28.97107199513481
2026-03-20 15:06:00,4681.72,72.335,26.9482318363639,0.9102908783024759,1.4323248383036145,-28.912367404045526
2026-03-20 15:07:00,4683.3,72.332,26.957618305513993,2.567806469272,1.6081766739428753,-29.327689659728264
2026-03-20 15:08:00,4684.47,72.238,26.970671152577776,6.265268813280272,2.032211915756793,-31.741386606442056
2026-03-20 15:09:00,4687.97,72.247,26.97719754240304,9.506231110604858,2.341872398128558,-35.87741878668282
2026-03-20 15:10:00,4693.28,72.304,26.99070090524493,13.253271227192272,2.6534593365646915,-38.910377644120956
2026-03-20 15:11:00,4693.97,72.31,27.006001196033566,13.747134550614646,2.5159623422567403,-33.960612305232715
2026-03-20 15:12:00,4687.01,72.097,27.015222719555695,12.506804523673054,2.212005169617105,-32.39771461943347
2026-03-20 15:13:00,4684.47,72.098,27.013008003014296,9.905541760447704,1.8176182990838312,-28.386441184878876
2026-03-20 15:14:00,4685.47,72.152,27.02040684035314,9.420250282526467,1.693138800817883,-25.752579951584504
2026-03-20 15:15:00,4686.81,72.08,27.03206090680776,12.682592030810156,1.958580739359966,-27.204461234547182
2026-03-20 15:16:00,4686.7,72.105,27.026497892808237,11.861526225099624,1.7882775328587384,-24.556823145238386
2026-03-20 15:17:00,4679.93,71.993,27.03278486295533,8.088195683938466,1.3544148880438,-20.194761429000494
2026-03-20 15:18:00,4687.65,72.159,27.04380327860998,11.298899382545642,1.6225770513970363,-23.278304739262637
2026-03-20 15:19:00,4691.34,72.328,27.052655791743533,10.388045139414317,1.4803895410953973,-21.853386628342474
2026-03-20 15:20:00,4685.93,72.188,27.06861390407685,8.741396864684248,1.2820235632793457,-18.71467002463525
2026-03-20 15:21:00,4683.87,72.057,27.065494574604074,10.204096014395873,1.3835612414118565,-17.757207956887378
2026-03-20 15:22:00,4683.8,72.019,27.067128138968013,11.135251050450279,1.4292731208621148,-20.69684616671146
2026-03-20 15:23:00,4681.1,71.937,27.067667761376576,10.624258747484419,1.3408323403411107,-23.84557799471349
2026-03-20 15:24:00,4681.31,72.041,27.078742537399616,7.990896574990984,1.068151421388761,-23.831344906866235
2026-03-20 15:25:00,4682.27,72.195,27.09233828797574,4.75909539656368,0.7562807460525777,-19.078233946517905
2026-03-20 15:26:00,4680.35,72.167,27.114194825636925,3.5865380599479977,0.6390633939658549,-15.707029250895465
2026-03-20 15:27:00,4679.11,72.149,27.142248192213188,2.8265768845330967,0.5613876921009303,-13.978737739838596
2026-03-20 15:28:00,4682.05,72.203,27.162721489647193,4.292829204123336,0.6876121011407507,-15.622041242410198
2026-03-20 15:29:00,4678.38,72.239,27.185664559142168,-0.3673304954691048,0.2508483186264373,-12.69125596099986
2026-03-20 15:30:00,4677.13,72.171,27.219058999322353,0.232085163523152,0.3036006828292264,-17.92761275993837
2026-03-20 15:31:00,4676.29,72.077,27.248192768084053,1.9528751984298651,0.4608079906767231,-27.00740126737313
2026-03-20 15:32:00,4672.29,72.066,27.277854029115392,-1.7493593559411238,0.10720238186563195,-22.36195641647258
2026-03-20 15:33:00,4670.61,71.993,27.31578743080656,-1.4267736068204613,0.13675168796567738,-23.93227676593579
2026-03-20 15:34:00,4673.42,71.98,27.352671157758415,1.749171397092141,0.4398825449430922,-25.95626429858317
2026-03-20 15:35:00,4671.63,71.972,27.376800555043644,0.17751993909769226,0.2827507493070074,-20.10815991119759
2026-03-20 15:36:00,4670.99,72.011,27.396029162594097,-1.5276579879609926,0.11336913648834736,-20.258847040645605
2026-03-20 15:37:00,4670.22,71.933,27.416861994522257,-0.15179260703644104,0.24777742972829736,-20.839962881144665
2026-03-20 15:38:00,4671.4,71.927,27.431872351952315,1.196207151913768,0.37921937959766217,-18.55465685371804
2026-03-20 15:39:00,4665.65,71.775,27.4402806090528,-0.38466293549208785,0.21633814774189564,-14.296837630628428
2026-03-20 15:40:00,4662.94,71.664,27.460612363904787,-0.03795351866847341,0.2491950354247918,-11.974684126632498
2026-03-20 15:41:00,4667.4,71.627,27.483820980654514,5.450407830638142,0.807582220125373,-17.533064072782597
2026-03-20 15:42:00,4663.41,71.495,27.49469472311435,5.077602219796972,0.7561392389013674,-19.310395019622273
2026-03-20 15:43:00,4665.07,71.523,27.496529995057728,5.951258570678874,0.8343785498724314,-17.413432668366962
2026-03-20 15:44:00,4670.31,71.649,27.486105041088564,7.700809973647665,1.0011865615678561,-20.551920959149694
2026-03-20 15:45:00,4668.21,71.518,27.46803176899164,9.164895968719065,1.1327478280192906,-22.60743260404029
2026-03-20 15:46:00,4675.18,71.722,27.441795573601812,10.488893444906353,1.2438266694742461,-22.052345782627192
2026-03-20 15:47:00,4672.09,71.598,27.41044099573982,10.75181574315684,1.2397863635000281,-19.368478619495395
2026-03-20 15:48:00,4667.91,71.441,27.373959432118806,10.81433523236592,1.215383076349769,-23.495968218241313
2026-03-20 15:49:00,4671.22,71.55,27.338240157232455,11.08156664229955,1.2130339948032405,-22.207668161661214
2026-03-20 15:50:00,4675.51,71.66,27.313762884196553,12.315939244303081,1.308453921194612,-22.17797754568994
2026-03-20 15:51:00,4678.29,71.678,27.27740429908593,14.548640238462212,1.4979737008116227,-28.305115866667215
2026-03-20 15:52:00,4680.42,71.819,27.223881171701656,12.770172266713416,1.2744266319048794,-30.002731169421708
2026-03-20 15:53:00,4679.4,71.906,27.186445957217096,9.335864150414636,0.9030569933297626,-25.129847114422784
2026-03-20 15:54:00,4677.59,71.932,27.153672941182837,6.786678574688267,0.6349944539919676,-24.9924208448049
2026-03-20 15:55:00,4678.88,71.933,27.124113507866745,8.025329365336802,0.7492756237329802,-26.58486545527815
2026-03-20 15:56:00,4678.8,71.856,27.092739791401833,10.003560720494534,0.9351926449045146,-26.003649824622656
2026-03-20 15:57:00,4679.71,71.852,27.04626596967943,10.981161696846357,1.015624989181714,-26.510329528161208
2026-03-20 15:58:00,4679.24,71.833,27.001378097310145,10.981068405490078,0.9952945843815423,-28.251644464578565
2026-03-20 15:59:00,4678.35,71.853,26.95924357256043,9.508223217150771,0.8285325074361244,-27.05403053040698
2026-03-20 16:00:00,4672.61,71.791,26.921073131502748,5.400119227494542,0.4027224797173441,-26.702539983359515
2026-03-20 16:01:00,4675.47,72.148,26.88207976658903,-1.3647779536659073,-0.28607442596156557,-22.368694860691065
2026-03-20 16:02:00,4671.76,71.983,26.85823634446536,-0.6384293768524003,-0.20886193976507156,-22.478250298383436
2026-03-20 16:03:00,4675.89,72.182,26.847336863305266,-1.8500774266340159,-0.3315481558450172,-26.150180548509457
2026-03-20 16:04:00,4670.52,71.946,26.835893001694558,-0.8806449753074048,-0.22710009165445363,-24.823960664625634
2026-03-20 16:05:00,4667.89,71.706,26.839777318029988,2.9338641500098674,0.17563701230437362,-28.70841842289122
2026-03-20 16:06:00,4660.03,71.477,26.829006979527723,1.2045673744050873,-0.009434668141078784,-23.471593602718947
2026-03-20 16:07:00,4662.06,71.526,26.824123421114315,1.9130965679350993,0.06650356507029902,-24.227590025818753
2026-03-20 16:08:00,4663.84,71.469,26.833821391926456,5.221304012182372,0.42350854560019685,-29.41814368046682
2026-03-20 16:09:00,4664.92,71.416,26.81633262304375,7.694023696896693,0.6880883315032806,-32.056025474232314
2026-03-20 16:10:00,4656.58,71.007,26.795350670601508,10.272656674357677,0.9606179778803312,-34.76290623542059
2026-03-20 16:11:00,4664.35,71.289,26.7515663257443,10.4106086677657,0.957532298436824,-34.66435747666029
2026-03-20 16:12:00,4657.08,71.088,26.72193233875006,8.450940985011584,0.724298803444263,-30.56540783567017
2026-03-20 16:13:00,4661.18,71.143,26.701558431677256,11.029914924240074,0.9978329559424876,-32.14934472946418
2026-03-20 16:14:00,4662.07,71.22,26.65670730899694,9.784419895428073,0.8408074269499624,-29.265064099935422
2026-03-20 16:15:00,4660.47,71.18,26.61891089272116,9.18163914219167,0.7599194509987585,-31.20106955998036
2026-03-20 16:16:00,4658.39,71.038,26.583908287923105,10.811898257548819,0.9292077727775906,-33.563566971911015
2026-03-20 16:17:00,4656.28,70.857,26.538112194501945,13.416854354622956,1.2020040395238367,-34.813838664773485
2026-03-20 16:18:00,4662.64,71.234,26.466893625750632,9.65852077479758,0.756748083175762,-34.1009069273579
2026-03-20 16:19:00,4664.8,71.265,26.433787834130836,10.937565921895839,0.8873071259197741,-32.859586260994675
2026-03-20 16:20:00,4669.45,71.399,26.38272411474471,11.973589815062951,0.9871920099978091,-34.54188769238489
2026-03-20 16:21:00,4668.27,71.489,26.33098861592838,8.350319436903192,0.5637267521382144,-28.27638876863759
2026-03-20 16:22:00,4664.59,71.474,26.308686559162744,5.025565582482159,0.18286147554091198,-25.78541320904317
2026-03-20 16:23:00,4663.17,71.38,26.309002669149603,6.0620952365779885,0.29855226675739327,-35.65457320798839
2026-03-20 16:24:00,4662.51,71.438,26.312418716954046,3.8570093821945193,0.04291232232761013,-38.288007731310245
2026-03-20 16:25:00,4663.0,71.472,26.330575983395885,3.4493523777082373,-0.004646201604404874,-34.169490914831506
2026-03-20 16:26:00,4661.69,71.344,26.347505508384902,5.509378419831592,0.23596095379182372,-27.97036950677262
2026-03-20 16:27:00,4660.47,71.287,26.35205346222148,5.775122721014668,0.26480997262884964,-26.139793983399
2026-03-20 16:28:00,4661.1,71.371,26.34539919656492,4.1665353958560445,0.07059342357283732,-25.32998726668243
2026-03-20 16:29:00,4660.28,71.354,26.344884606010307,3.779534767444602,0.02337972111986212,-28.242790775230525
2026-03-20 16:30:00,4656.29,71.325,26.348355575356962,0.5427068157396207,-0.36974602471666773,-21.557813278395976
2026-03-20 16:31:00,4651.04,71.207,26.36083984038771,-1.5905788776635745,-0.6267557220427228,-22.24281546329102
2026-03-20 16:32:00,4650.56,71.173,26.383307506838086,-1.1503533060667905,-0.5638676773025038,-22.09059657851784
2026-03-20 16:33:00,4642.96,71.042,26.39685782757209,-5.277294991476992,-1.0683407449534417,-16.76052510524703
2026-03-20 16:34:00,4645.8,71.086,26.422051120832442,-3.5557625865949376,-0.8325982757884789,-16.41444472426647
2026-03-20 16:35:00,4648.05,71.18,26.44899444174391,-3.7543662979669534,-0.8433346240665518,-16.82394890499038
2026-03-20 16:36:00,4657.04,71.416,26.471450183052923,-0.9800432867841664,-0.4833328915565037,-21.196039999375813
2026-03-20 16:37:00,4655.06,71.346,26.469986260199548,-1.1048512440092964,-0.49308261210697746,-20.732785267400935
2026-03-20 16:38:00,4652.24,71.304,26.467916195488563,-2.8108374501243816,-0.7028578391883874,-17.839243256432162
2026-03-20 16:39:00,4654.4,71.399,26.484409848279736,-3.146270384808304,-0.7351111749109095,-15.706546368780337
2026-03-20 16:40:00,4655.27,71.445,26.48950608445573,-3.4817645619532414,-0.7667601391366631,-16.834379899366485
2026-03-20 16:41:00,4656.88,71.508,26.49516522950754,-3.527048105792346,-0.7605158204083706,-20.899083075437233
2026-03-20 16:42:00,4659.37,71.543,26.505257861375885,-1.949281324356889,-0.5453410588875084,-23.470189461150525
2026-03-20 16:43:00,4662.94,71.653,26.50631941899393,-1.288750114917093,-0.4526081359895112,-25.08197423659583
2026-03-20 16:44:00,4662.62,71.596,26.493033185882474,-0.09947790008027368,-0.2916416019256747,-25.2035529880928
2026-03-20 16:45:00,4660.39,71.598,26.486647153532303,-2.384672703171418,-0.5901276332899343,-26.125721347214125
2026-03-20 16:46:00,4653.8,71.38,26.494184824769444,-3.18924205634994,-0.6891257491413306,-22.362974569462523
2026-03-20 16:47:00,4654.24,71.363,26.506338136493248,-2.2813583669594664,-0.5577926253348338,-25.61394494454199
2026-03-20 16:48:00,4655.35,71.508,26.51551910725172,-5.003292453796348,-0.9165946413349756,-25.253692650163934
2026-03-20 16:49:00,4651.79,71.306,26.525207755530076,-3.185818850521173,-0.6551107475735993,-25.2253148667579
2026-03-20 16:50:00,4644.19,71.048,26.53069673954614,-3.926933538409685,-0.7462354921469192,-24.01361882048021
2026-03-20 16:51:00,4630.93,70.478,26.571119482453714,-1.990890694510199,-0.47125297314344705,-24.482063513625782
2026-03-20 16:52:00,4627.58,70.384,26.578970295656845,-2.8210227491235855,-0.5793866858750776,-20.80044062737122
2026-03-20 16:53:00,4624.68,70.554,26.597540915215856,-10.2001158230687,-1.590532719131286,-14.388753060521136
2026-03-20 16:54:00,4622.07,70.635,26.674407593408176,-14.820090491502015,-2.1648974626359325,-11.341801301511685
2026-03-20 16:55:00,4621.07,70.522,26.767937062936355,-12.605558350637693,-1.7584474710175215,-18.373705467536823
2026-03-20 16:56:00,4624.84,70.415,26.850054749992132,-5.789394540594003,-0.8115599603205568,-25.518732413304285
2026-03-20 16:57:00,4622.17,70.255,26.885285951093195,-4.076482183203552,-0.5768553720386949,-24.867176049905236
2026-03-20 16:58:00,4614.39,70.0,26.901227143568832,-4.947694314761975,-0.6825805910641876,-24.414411018577066
2026-03-20 16:59:00,4616.61,70.203,26.92735841330923,-8.117949137505093,-1.087372165369155,-19.665128560987956
2026-03-20 17:00:00,4618.01,70.15,26.967904768528932,-5.178847740175115,-0.6802187760883207,-21.14154421287661
2026-03-20 17:01:00,4610.68,69.98,26.981931660519535,-7.870673200764941,-1.023789078690317,-17.572425047316276
2026-03-20 17:02:00,4618.28,70.25,27.03805830074998,-7.4244516569751795,-0.9445744993218546,-17.324217276410995
2026-03-20 17:03:00,4615.79,70.124,27.087584118010078,-6.38675814203998,-0.7905862878088082,-19.119338793825417
2026-03-20 17:04:00,4615.46,70.042,27.138129057868746,-4.373575354501554,-0.5123327665022814,-20.50254749221786
2026-03-20 17:05:00,4619.04,70.195,27.165741294891554,-4.878128474168079,-0.5729523053010908,-22.659648675965833
2026-03-20 17:06:00,4618.16,70.218,27.196196308618497,-6.310415530273531,-0.7570016565184815,-22.104727269782842
2026-03-20 17:07:00,4612.83,70.016,27.23047767687205,-6.053425348102792,-0.7106834312499012,-22.07154023615696
2026-03-20 17:08:00,4601.26,69.556,27.262664785131008,-4.986178517196095,-0.555983259845144,-24.110476370189524
2026-03-20 17:09:00,4609.0,69.781,27.29427036616191,-3.2760854243770154,-0.31625499663879747,-27.595582164938854
2026-03-20 17:10:00,4613.53,69.996,27.306570526621876,-4.568238285529333,-0.4900632872059835,-24.466210152629507
2026-03-20 17:11:00,4599.17,69.61,27.31840992790017,-8.330971697684618,-1.004168016833308,-17.561276852745387
2026-03-20 17:12:00,4594.61,69.486,27.372820762772207,-9.322083402232238,-1.121308143535164,-18.860060324116667
2026-03-20 17:13:00,4592.75,69.465,27.446117252440956,-10.375944031675317,-1.2417798667410727,-18.262046143203026
2026-03-20 17:14:00,4587.38,69.251,27.530126826251873,-9.589640081934704,-1.1030184067935724,-18.46804081915607
2026-03-20 17:15:00,4578.67,69.065,27.61500834057741,-12.888757141934548,-1.5306841685466153,-18.234244245588208
2026-03-20 17:16:00,4579.4,69.014,27.73920670054651,-10.334592613187851,-1.135928051440336,-20.743785949682835
2026-03-20 17:17:00,4571.75,68.839,27.83615783991449,-12.788631599681139,-1.441162476314225,-20.254871922751946
2026-03-20 17:18:00,4563.24,68.647,27.964270981141198,-15.483929331745458,-1.7576303605749377,-18.003287937500428
2026-03-20 17:19:00,4575.2,69.04,28.123777784985002,-13.99250752581429,-1.4937275689896177,-19.72503873797968
2026-03-20 17:20:00,4570.58,68.885,28.248762863433342,-13.826696641601302,-1.4255025535840522,-18.75699942903255
2026-03-20 17:21:00,4571.98,68.904,28.37974000013002,-12.527935942619479,-1.217308377602116,-18.09000629048604
2026-03-20 17:22:00,4568.43,68.694,28.50325467928294,-9.690328421654158,-0.8263238594753602,-22.96297570497649
2026-03-20 17:23:00,4573.57,68.924,28.598513530372955,-10.796129002030284,-0.9538603724985933,-24.46745208985445
2026-03-20 17:24:00,4569.02,68.828,28.701697000771084,-12.258660519696605,-1.1229437342405368,-21.13963262466625
2026-03-20 17:25:00,4559.29,68.661,28.8187496329692,-16.790160514224226,-1.6761501925918392,-19.329417638957857
2026-03-20 17:26:00,4560.03,68.716,28.98154970883037,-17.080901309065666,-1.6511779375145332,-18.45449331970607
2026-03-20 17:27:00,4555.51,68.508,29.14064341082232,-14.999131435435629,-1.3351688680964908,-20.90249009379021
2026-03-20 17:28:00,4553.51,68.482,29.285046993086894,-15.719182151599853,-1.387068352221383,-19.362860568861354
2026-03-20 17:29:00,4558.43,68.618,29.424326174418667,-14.291609358612732,-1.174379655072121,-21.734103430533317
2026-03-20 17:30:00,4571.6,69.026,29.54976726445684,-12.743974600592082,-0.9598884949537633,-25.832924491868436
2026-03-20 17:31:00,4569.52,68.937,29.654111165828816,-11.873281998915445,-0.8363500687804003,-22.480137524547857
2026-03-20 17:32:00,4570.49,68.953,29.75673595255636,-11.068539585043254,-0.7246283120233762,-21.022632682506742
2026-03-20 17:33:00,4576.94,69.204,29.850027220812564,-11.827793324019694,-0.806267599318419,-19.67122252684705
2026-03-20 17:34:00,4580.59,69.311,29.927755727403735,-11.152951543960626,-0.7105192980653844,-21.198732772902847
2026-03-20 17:35:00,4579.32,69.373,30.004454487813604,-14.074465038323979,-1.0592378112022713,-20.4126871966017
2026-03-20 17:36:00,4581.81,69.5,30.08631158999366,-15.175044390777657,-1.1723354956141252,-17.583283708141746
2026-03-20 17:37:00,4577.42,69.356,30.168850083190776,-14.997870913754014,-1.123349095626114,-18.40490751261713
2026-03-20 17:38:00,4576.1,69.36,30.24851892808586,-16.206647346924,-1.246006777411642,-18.094075145417946
2026-03-20 17:39:00,4574.63,69.393,30.33463460340308,-18.42946647559529,-1.4848994805310185,-15.763090257239902
2026-03-20 17:40:00,4575.68,69.382,30.428993616366075,-16.77399850686197,-1.2399619042858916,-18.83250244030305
2026-03-20 17:41:00,4572.26,69.167,30.509880041425415,-13.392999191453782,-0.8052858094975954,-23.207612869380135
2026-03-20 17:42:00,4572.76,69.275,30.577283190400994,-15.977278002752428,-1.1019632397295003,-21.135441443186245
2026-03-20 17:43:00,4571.88,69.271,30.655590764407883,-16.495719657017617,-1.1400134510721278,-23.04668261275048
2026-03-20 17:44:00,4576.03,69.391,30.73493639786525,-15.789627011083212,-1.0300390021243808,-25.480634498339107
2026-03-20 17:45:00,4577.53,69.56,30.805465271588012,-19.284124847593375,-1.4258424164840737,-20.11558397594821
2026-03-20 17:46:00,4572.31,69.395,30.88327776854122,-19.180926396941686,-1.3716147181994527,-21.39116821785849
2026-03-20 17:47:00,4563.59,69.198,30.966319652703678,-21.548607171432195,-1.6103043084562236,-20.101452637723483
2026-03-20 17:48:00,4573.1,69.534,31.068426811820913,-22.157396655495177,-1.6246688927847022,-18.265882903373505
2026-03-20 17:49:00,4565.21,69.295,31.16075224025179,-22.341390395632516,-1.5885346491081576,-16.982406608906324
2026-03-20 17:50:00,4568.82,69.38,31.261293537947182,-21.086337914995966,-1.3941011598217175,-17.736805668843182
2026-03-20 17:51:00,4570.43,69.367,31.354167268935633,-18.801229146405603,-1.100876536542494,-18.58853428681657
2026-03-20 17:52:00,4568.65,69.391,31.434788277177113,-21.098264338505032,-1.3310493306786508,-17.521105215872396
2026-03-20 17:53:00,4571.25,69.585,31.521786650847623,-24.35297161672861,-1.6524405368729427,-16.855948495464073
2026-03-20 17:54:00,4554.76,69.014,31.61421578839332,-22.53371150991461,-1.3965948806176898,-18.032108861115848
2026-03-20 17:55:00,4560.87,69.324,31.720298926449956,-25.913454959538285,-1.7181782115969604,-19.181004771412994
2026-03-20 17:56:00,4558.83,69.249,31.831235892499496,-25.245093446786996,-1.58277682959461,-16.19529845143598
2026-03-20 17:57:00,4569.74,69.613,31.939347769248123,-25.637485452291003,-1.5698069084216646,-13.883535875768457
2026-03-20 17:58:00,4564.53,69.432,32.0321706574574,-24.79741246669073,-1.4314855233402652,-12.4715997899566
2026-03-20 17:59:00,4564.32,69.47,32.12936114098147,-25.955517365550804,-1.5060979677346495,-8.5911647287005
2026-03-20 18:00:00,4567.94,69.693,32.227349158963186,-29.236149118739377,-1.7859171366197255,-4.141554928488771
2026-03-20 18:01:00,4575.28,69.784,32.326751902725825,-24.56305799189977,-1.2574280016119423,-7.960931605027072
2026-03-20 18:02:00,4571.61,69.597,32.41076830493836,-21.93431524049538,-0.9701043640076324,-11.19265498946322
2026-03-20 18:03:00,4569.3,69.514,32.498322504455984,-21.282489292262653,-0.8881202913409763,-14.866443909560886
2026-03-20 18:04:00,4571.72,69.63,32.58218541148401,-22.381619137578127,-0.9795963697991096,-14.952984166022027
2026-03-20 18:05:00,4569.76,69.663,32.66443771521738,-25.173071774496748,-1.2329825397951164,-8.456037966845633
2026-03-20 18:06:00,4568.11,69.556,32.748925131717456,-23.06853583969496,-0.9982861967826343,-8.565692214435511
2026-03-20 18:07:00,4568.5,69.598,32.82888325886086,-23.808674507305113,-1.0504993379490988,-6.282281419225839
