ticket,order,time,time_msc,type,entry,magic,position_id,reason,volume,price,commission,swap,profit,fee,symbol,comment,external_id
186103535,182298963,2026-05-04T00:05:00+00:00,1777853100913,0,1,234001,182235357,4,0.25,1.36014,0.0,-0.62,-74.5,0.0,GBPUSD,[sl 1.35788],
186103536,182298964,2026-05-04T00:05:00+00:00,1777853100914,0,1,234001,182235359,4,0.25,0.72156,0.0,-0.92,-28.0,0.0,AUDUSD,[sl 0.72118],
186103585,182299023,2026-05-04T00:05:01+00:00,1777853101349,1,1,0,182298840,4,0.1,1.38985,0.0,0.0,-0.43,0.0,XRPUSD,[sl 1.39115],
186103649,182299058,2026-05-04T00:05:01+00:00,1777853101918,0,1,234001,182235360,4,0.25,1.17482,0.0,0.87,-72.75,0.0,EURUSD,[sl 1.17257],
186104596,182300009,2026-05-04T00:07:52+00:00,1777853272453,0,0,0,182300009,3,0.1,78984.3,0.0,0.0,0.0,0.0,BTCUSD,OV2|206939|H1|B,
186104658,182300069,2026-05-04T00:08:26+00:00,1777853306472,1,0,0,182300069,3,0.1,1.3933,0.0,0.0,0.0,0.0,XRPUSD,OV2|06bf37|H1|S,
186104662,182300072,2026-05-04T00:08:29+00:00,1777853309089,1,1,0,182300009,4,0.1,78966.19,0.0,0.0,-1.81,0.0,BTCUSD,[sl 78967.80],
186104920,182300334,2026-05-04T00:10:03+00:00,1777853403135,0,1,0,182298908,4,0.1,2331.607,0.0,0.0,-0.2,0.0,ETHUSD,[sl 2331.146],
186105044,182300437,2026-05-04T00:10:45+00:00,1777853445208,0,0,0,182300437,3,0.1,79016.75,0.0,0.0,0.0,0.0,BTCUSD,OV2|384b74|H1|B,
186105226,182300594,2026-05-04T00:12:07+00:00,1777853527238,1,0,0,182300594,3,0.1,2332.019,0.0,0.0,0.0,0.0,ETHUSD,OV2|915f9d|H1|S,
186105535,182300926,2026-05-04T00:14:25+00:00,1777853665741,0,1,0,182300069,4,0.1,1.3968,0.0,0.0,-0.35,0.0,XRPUSD,[sl 1.39677],
186105554,182300941,2026-05-04T00:14:35+00:00,1777853675648,1,0,0,182300941,3,0.1,1.39475,0.0,0.0,0.0,0.0,XRPUSD,OV2|153641|H1|S,
186105768,182301122,2026-05-04T00:16:57+00:00,1777853817218,1,1,0,182300437,4,0.1,78993.83,0.0,0.0,-2.29,0.0,BTCUSD,[sl 79000.25],
186106029,182301361,2026-05-04T00:19:25+00:00,1777853965003,0,0,0,182301361,3,0.1,78969.11,0.0,0.0,0.0,0.0,BTCUSD,OV2|2b7a9f|H1|B,
186106587,182301820,2026-05-04T00:24:42+00:00,1777854282373,1,1,0,182301361,4,0.1,78946.62,0.0,0.0,-2.25,0.0,BTCUSD,[sl 78950.61],
186106684,182301907,2026-05-04T00:25:43+00:00,1777854343380,0,0,0,182301907,3,0.1,78931.66,0.0,0.0,0.0,0.0,BTCUSD,OV2|70776d|H1|B,
186106739,182302004,2026-05-04T00:26:42+00:00,1777854402036,1,1,0,182301907,4,0.1,78912.27,0.0,0.0,-1.94,0.0,BTCUSD,[sl 78915.16],
186106740,182302010,2026-05-04T00:26:43+00:00,1777854403101,0,0,0,182302010,3,0.1,78920.99,0.0,0.0,0.0,0.0,BTCUSD,OV2|439b29|H1|B,
186106924,182302413,2026-05-04T00:30:26+00:00,1777854626522,1,1,0,182302010,4,0.1,78901.38,0.0,0.0,-1.96,0.0,BTCUSD,[sl 78902.49],
186110792,182304961,2026-05-04T01:02:48+00:00,1777856568252,0,1,0,182300594,4,0.1,2334.67,0.0,0.0,-0.27,0.0,ETHUSD,[sl 2333.519],
186110944,182305108,2026-05-04T01:02:50+00:00,1777856570436,0,1,0,182300941,4,0.1,1.39966,0.0,0.0,-0.49,0.0,XRPUSD,[sl 1.39935],
186111216,182305291,2026-05-04T01:03:33+00:00,1777856613747,1,0,0,182305291,3,0.1,1.39505,0.0,0.0,0.0,0.0,XRPUSD,OV2|de47b0|H4|S,
186111503,182305514,2026-05-04T01:04:06+00:00,1777856646520,1,0,0,182305514,3,0.1,2337.414,0.0,0.0,0.0,0.0,ETHUSD,OV2|531305|H1|S,
186111578,182305718,2026-05-04T01:04:37+00:00,1777856677163,0,1,0,182305514,4,0.1,2339.032,0.0,0.0,-0.16,0.0,ETHUSD,[sl 2338.843],
186113945,182307544,2026-05-04T01:05:49+00:00,1777856749310,0,0,0,182307544,3,0.1,79017.27,0.0,0.0,0.0,0.0,BTCUSD,OV2|208419|H1|B,
186114754,182308341,2026-05-04T01:06:27+00:00,1777856787150,1,1,0,182307544,4,0.1,78998.96,0.0,0.0,-1.83,0.0,BTCUSD,[sl 79000.77],
186116102,182309882,2026-05-04T01:08:40+00:00,1777856920984,0,0,0,182309882,3,0.1,78941.43,0.0,0.0,0.0,0.0,BTCUSD,OV2|8f89b6|H1|B,
186120721,182314363,2026-05-04T01:14:01+00:00,1777857241823,0,1,0,182305291,4,0.1,1.4013,0.0,0.0,-0.63,0.0,XRPUSD,[sl 1.40095],
186121606,182315108,2026-05-04T01:14:51+00:00,1777857291631,0,0,0,182315108,3,0.1,1.4020000000000001,0.0,0.0,0.0,0.0,XRPUSD,OV2|dcaad2|H1|B,
186127523,182319966,2026-05-04T01:23:25+00:00,1777857805650,1,1,0,182315108,4,0.1,1.39725,0.0,0.0,-0.48,0.0,XRPUSD,[sl 1.39726],
186129195,182321110,2026-05-04T01:27:02+00:00,1777858022093,0,0,0,182321110,3,0.1,1.3989,0.0,0.0,0.0,0.0,XRPUSD,OV2|e3ddac|H1|B,
186139805,182330528,2026-05-04T01:51:46+00:00,1777859506926,1,0,0,182330528,3,0.1,1.35869,0.0,0.0,0.0,0.0,GBPUSD,OV2|ab9846|H1|S,
186143178,182332785,2026-05-04T01:57:17+00:00,1777859837954,1,1,0,182309882,3,0.1,79181.46,0.0,0.0,24.0,0.0,BTCUSD,OMEGA_KILL_SWITC,
186143179,182332786,2026-05-04T01:57:18+00:00,1777859838293,1,1,0,182321110,3,0.1,1.3971,0.0,0.0,-0.18,0.0,XRPUSD,OMEGA_KILL_SWITC,
186143180,182332787,2026-05-04T01:57:18+00:00,1777859838429,0,1,0,182330528,3,0.1,1.35886,0.0,0.0,-1.7,0.0,GBPUSD,OMEGA_KILL_SWITC,
186143510,182332986,2026-05-04T01:58:43+00:00,1777859923974,0,0,0,182332986,3,0.1,79180.56,0.0,0.0,0.0,0.0,BTCUSD,OV2|cce219|H1|B,
186143708,182333098,2026-05-04T01:59:23+00:00,1777859963450,1,1,0,182332986,4,0.1,79159.46,0.0,0.0,-2.11,0.0,BTCUSD,[sl 79164.06],
186144635,182334016,2026-05-04T02:00:37+00:00,1777860037229,1,0,0,182334016,3,0.1,1.17311,0.0,0.0,0.0,0.0,EURUSD,OV2|8607be|H1|S,
186145872,182334784,2026-05-04T02:01:58+00:00,1777860118124,0,0,0,182334784,3,0.1,79163.91,0.0,0.0,0.0,0.0,BTCUSD,OV2|91e466|H1|B,
186148167,182336453,2026-05-04T02:07:08+00:00,1777860428215,1,1,0,182334784,4,0.1,79129.33,0.0,0.0,-3.46,0.0,BTCUSD,[sl 79147.41],
186148890,182336943,2026-05-04T02:08:26+00:00,1777860506079,0,0,0,182336943,3,0.1,79140.38,0.0,0.0,0.0,0.0,BTCUSD,OV2|92dfae|H1|B,
186149613,182337378,2026-05-04T02:09:34+00:00,1777860574076,1,1,0,182336943,4,0.1,79121.81,0.0,0.0,-1.8599999999999999,0.0,BTCUSD,[sl 79123.88],
186152745,182339441,2026-05-04T02:13:25+00:00,1777860805375,1,0,0,182339441,3,0.05,4612.34,0.0,0.0,0.0,0.0,XAUUSD,OV2|7fbd04|H1|S,
186153140,182339746,2026-05-04T02:14:14+00:00,1777860854287,0,1,0,182339441,4,0.05,4614.86,0.0,0.0,-12.6,0.0,XAUUSD,[sl 4614.83],
186154735,182340803,2026-05-04T02:17:15+00:00,1777861035560,1,0,0,182340803,3,0.05,4615.3,0.0,0.0,0.0,0.0,XAUUSD,OV2|7c465e|H1|S,
186158310,182343194,2026-05-04T02:29:36+00:00,1777861776237,0,1,0,182340803,4,0.05,4617.92,0.0,0.0,-13.1,0.0,XAUUSD,[sl 4617.80],
186159595,182344030,2026-05-04T02:32:42+00:00,1777861962050,1,0,0,182344030,3,0.05,4617.19,0.0,0.0,0.0,0.0,XAUUSD,OV2|c80457|H1|S,
186167890,182349868,2026-05-04T02:58:25+00:00,1777863505997,0,0,0,182349868,3,0.1,156.872,0.0,0.0,0.0,0.0,USDJPY,OV2|c36a94|H1|B,
186170855,182351963,2026-05-04T03:00:49+00:00,1777863649065,1,0,0,182351963,3,0.1,78488.89,0.0,0.0,0.0,0.0,BTCUSD,OV2|a545aa|H1|S,
186172778,182353141,2026-05-04T03:01:50+00:00,1777863710279,0,1,0,182351963,4,0.1,78508.96,0.0,0.0,-2.01,0.0,BTCUSD,[sl 78507.39],
186174793,182354472,2026-05-04T03:03:31+00:00,1777863811290,1,0,0,182354472,3,0.1,78484.4,0.0,0.0,0.0,0.0,BTCUSD,OV2|ef0b51|H1|S,
186174922,182354575,2026-05-04T03:03:49+00:00,1777863829568,0,1,0,182354472,4,0.1,78505.76,0.0,0.0,-2.14,0.0,BTCUSD,[sl 78502.90],
186181503,182358854,2026-05-04T03:09:48+00:00,1777864188950,1,0,0,182358854,3,0.1,78445.44,0.0,0.0,0.0,0.0,BTCUSD,OV2|aa68d1|H1|S,
186181528,182358874,2026-05-04T03:09:54+00:00,1777864194785,0,1,0,182358854,4,0.1,78463.24,0.0,0.0,-1.78,0.0,BTCUSD,[sl 78461.89],
186182270,182359420,2026-05-04T03:11:16+00:00,1777864276579,1,0,0,182359420,3,0.1,78479.25,0.0,0.0,0.0,0.0,BTCUSD,OV2|b8299e|H1|S,
186183939,182360582,2026-05-04T03:14:26+00:00,1777864466391,0,1,0,182359420,4,0.1,78501.64,0.0,0.0,-2.24,0.0,BTCUSD,[sl 78495.25],
186185263,182361533,2026-05-04T03:16:23+00:00,1777864583704,1,0,0,182361533,3,0.1,78449.29,0.0,0.0,0.0,0.0,BTCUSD,OV2|4b8447|H1|S,
186185426,182361647,2026-05-04T03:16:41+00:00,1777864601663,0,1,0,182361533,4,0.1,78465.83,0.0,0.0,-1.65,0.0,BTCUSD,[sl 78465.79],
186185768,182361891,2026-05-04T03:17:32+00:00,1777864652737,1,0,0,182361891,3,0.1,78419.69,0.0,0.0,0.0,0.0,BTCUSD,OV2|2758e7|H1|S,
186187284,182362960,2026-05-04T03:19:09+00:00,1777864749460,0,1,0,182361891,4,0.1,78435.62,0.0,0.0,-1.5899999999999999,0.0,BTCUSD,[sl 78435.33],
186189888,182364704,2026-05-04T03:21:26+00:00,1777864886143,1,0,0,182364704,3,0.1,78375.37,0.0,0.0,0.0,0.0,BTCUSD,OV2|805107|H1|S,
186195839,182368712,2026-05-04T03:28:18+00:00,1777865298628,0,1,0,182364704,4,0.1,78393.83,0.0,0.0,-1.85,0.0,BTCUSD,[sl 78391.87],
186196616,182369337,2026-05-04T03:29:01+00:00,1777865341819,1,0,0,182369337,3,0.1,78422.41,0.0,0.0,0.0,0.0,BTCUSD,OV2|818a72|H1|S,
186200442,182372067,2026-05-04T03:32:41+00:00,1777865561878,0,1,0,182369337,4,0.1,78439.74,0.0,0.0,-1.73,0.0,BTCUSD,[sl 78438.91],
186200499,182372105,2026-05-04T03:32:54+00:00,1777865574773,1,0,0,182372105,3,0.1,78431.44,0.0,0.0,0.0,0.0,BTCUSD,OV2|1e8845|H1|S,
186204991,182375257,2026-05-04T03:45:39+00:00,1777866339423,0,1,0,182372105,4,0.1,78448.68,0.0,0.0,-1.72,0.0,BTCUSD,[sl 78448.44],
186205035,182375297,2026-05-04T03:45:43+00:00,1777866343121,1,0,0,182375297,3,0.1,78434.08,0.0,0.0,0.0,0.0,BTCUSD,OV2|17e9ab|H1|S,
186205233,182375418,2026-05-04T03:46:21+00:00,1777866381858,0,1,0,182375297,4,0.1,78449.71,0.0,0.0,-1.56,0.0,BTCUSD,[sl 78447.15],
186205635,182375683,2026-05-04T03:47:08+00:00,1777866428075,1,0,0,182375683,3,0.1,78418.86,0.0,0.0,0.0,0.0,BTCUSD,OV2|b520b0|H1|S,
186205948,182375873,2026-05-04T03:48:27+00:00,1777866507829,0,1,0,182375683,4,0.1,78436.93,0.0,0.0,-1.81,0.0,BTCUSD,[sl 78435.61],
186206789,182376408,2026-05-04T03:49:44+00:00,1777866584207,1,0,0,182376408,3,0.1,78471.27,0.0,0.0,0.0,0.0,BTCUSD,OV2|f333cd|H1|S,
186210020,182378460,2026-05-04T03:56:29+00:00,1777866989155,0,1,0,182376408,4,0.1,78494.39,0.0,0.0,-2.31,0.0,BTCUSD,[sl 78487.77],
186218552,182384290,2026-05-04T04:06:56+00:00,1777867616671,0,1,0,182344030,5,0.05,4599.49,0.0,0.0,88.5,0.0,XAUUSD,[tp 4599.59],
186219753,182384976,2026-05-04T04:07:32+00:00,1777867652878,1,0,0,182384976,3,0.05,4598.52,0.0,0.0,0.0,0.0,XAUUSD,OV2|5c1a1e|H1|S,
186220410,182385381,2026-05-04T04:08:40+00:00,1777867720524,0,1,0,182384976,4,0.05,4601.03,0.0,0.0,-12.55,0.0,XAUUSD,[sl 4601.02],
186220477,182385436,2026-05-04T04:08:54+00:00,1777867734901,1,0,0,182385436,3,0.05,4600.43,0.0,0.0,0.0,0.0,XAUUSD,OV2|8a1320|H1|S,
186226910,182389544,2026-05-04T04:17:38+00:00,1777868258558,0,1,0,182385436,4,0.05,4603.27,0.0,0.0,-14.2,0.0,XAUUSD,[sl 4603.03],
186227001,182389577,2026-05-04T04:17:39+00:00,1777868259168,1,1,0,182349868,4,0.1,156.805,0.0,0.0,-4.3,0.0,USDJPY,[sl 156.805],
186228509,182390431,2026-05-04T04:17:56+00:00,1777868276131,1,0,0,182390431,3,0.05,4603.65,0.0,0.0,0.0,0.0,XAUUSD,OV2|d5aed8|H1|S,
186229195,182390890,2026-05-04T04:19:13+00:00,1777868353009,0,0,0,182390890,3,0.1,156.883,0.0,0.0,0.0,0.0,USDJPY,OV2|91f775|H1|B,
186237434,182396129,2026-05-04T04:33:09+00:00,1777869189776,0,0,0,182396129,3,0.1,79099.99,0.0,0.0,0.0,0.0,BTCUSD,OV2|886637|H1|B,
186237457,182396145,2026-05-04T04:33:12+00:00,1777869192904,1,1,0,182396129,4,0.1,79082.09,0.0,0.0,-1.79,0.0,BTCUSD,[sl 79083.49],
186237871,182396427,2026-05-04T04:34:29+00:00,1777869269846,0,0,0,182396427,3,0.1,78964.25,0.0,0.0,0.0,0.0,BTCUSD,OV2|66702c|H1|B,
186237888,182396445,2026-05-04T04:34:33+00:00,1777869273339,1,1,0,182396427,4,0.1,78946.11,0.0,0.0,-1.81,0.0,BTCUSD,[sl 78947.32],
186239407,182397393,2026-05-04T04:37:07+00:00,1777869427256,0,0,0,182397393,3,0.1,78799.84,0.0,0.0,0.0,0.0,BTCUSD,OV2|fa58bf|H1|B,
186239412,182397402,2026-05-04T04:37:08+00:00,1777869428493,1,1,0,182397393,4,0.1,78781.04,0.0,0.0,-1.88,0.0,BTCUSD,[sl 78783.34],
186239954,182397777,2026-05-04T04:38:18+00:00,1777869498965,0,0,0,182397777,3,0.1,78823.66,0.0,0.0,0.0,0.0,BTCUSD,OV2|4e8e41|H1|B,
186241803,182399061,2026-05-04T04:42:43+00:00,1777869763027,1,1,0,182397777,4,0.1,78806.12,0.0,0.0,-1.75,0.0,BTCUSD,[sl 78807.75],
186242043,182399259,2026-05-04T04:43:29+00:00,1777869809143,0,0,0,182399259,3,0.1,78811.13,0.0,0.0,0.0,0.0,BTCUSD,OV2|ea3087|H1|B,
186242530,182399590,2026-05-04T04:44:54+00:00,1777869894030,1,1,0,182399259,4,0.1,78794.46,0.0,0.0,-1.67,0.0,BTCUSD,[sl 78794.63],
186243451,182400231,2026-05-04T04:46:05+00:00,1777869965945,0,0,0,182400231,3,0.1,78851.48,0.0,0.0,0.0,0.0,BTCUSD,OV2|0e1231|H1|B,
186243531,182400278,2026-05-04T04:46:17+00:00,1777869977296,1,1,0,182400231,4,0.1,78833.58,0.0,0.0,-1.79,0.0,BTCUSD,[sl 78835.03],
186243797,182400459,2026-05-04T04:47:17+00:00,1777870037268,0,0,0,182400459,3,0.1,78862.85,0.0,0.0,0.0,0.0,BTCUSD,OV2|5d317e|H1|B,
186243828,182400474,2026-05-04T04:47:22+00:00,1777870042865,1,1,0,182400459,4,0.1,78845.59,0.0,0.0,-1.73,0.0,BTCUSD,[sl 78846.35],
186244210,182400754,2026-05-04T04:48:33+00:00,1777870113678,0,0,0,182400754,3,0.1,78851.95,0.0,0.0,0.0,0.0,BTCUSD,OV2|615dcf|H1|B,
186246553,182402334,2026-05-04T04:51:27+00:00,1777870287944,0,1,0,182390431,4,0.05,4606.18,0.0,0.0,-12.65,0.0,XAUUSD,[sl 4606.15],
186249311,182404274,2026-05-04T04:56:00+00:00,1777870560832,1,1,0,182400754,5,0.1,79761.08,0.0,0.0,90.91,0.0,BTCUSD,[tp 79747.12],
186250816,182405360,2026-05-04T04:57:32+00:00,1777870652523,0,0,0,182405360,3,0.1,79480.8,0.0,0.0,0.0,0.0,BTCUSD,OV2|b4476b|H1|B,
186250820,182405363,2026-05-04T04:57:32+00:00,1777870652831,1,1,0,182405360,4,0.1,79465.09,0.0,0.0,-1.5699999999999998,0.0,BTCUSD,[sl 79466.65],
186252541,182406495,2026-05-04T04:58:58+00:00,1777870738419,0,0,0,182406495,3,0.1,79548.11,0.0,0.0,0.0,0.0,BTCUSD,OV2|8873b4|H1|B,
186258819,182410976,2026-05-04T05:01:32+00:00,1777870892096,0,0,0,182410976,3,0.05,4614.61,0.0,0.0,0.0,0.0,XAUUSD,OV2|1b98e8|H1|B,
186259552,182411519,2026-05-04T05:02:44+00:00,1777870964805,1,1,0,182406495,4,0.1,79530.22,0.0,0.0,-1.79,0.0,BTCUSD,[sl 79531.61],
186259584,182411548,2026-05-04T05:02:46+00:00,1777870966931,0,0,0,182411548,3,0.1,79549.94,0.0,0.0,0.0,0.0,BTCUSD,OV2|a57d59|H1|B,
186261259,182412955,2026-05-04T05:05:55+00:00,1777871155007,1,1,0,182410976,4,0.05,4611.89,0.0,0.0,-13.6,0.0,XAUUSD,[sl 4612.11],
186261790,182413262,2026-05-04T05:06:04+00:00,1777871164347,1,1,0,182390890,5,0.1,157.159,0.0,0.0,17.45,0.0,USDJPY,[tp 157.159],
186262177,182413536,2026-05-04T05:06:32+00:00,1777871192771,0,0,0,182413536,3,0.1,1.35857,0.0,0.0,0.0,0.0,GBPUSD,OV2|1995ef|H1|B,
186262209,182413558,2026-05-04T05:06:35+00:00,1777871195568,0,0,0,182413558,3,0.05,4611.11,0.0,0.0,0.0,0.0,XAUUSD,OV2|291bb8|H1|B,
186262303,182413618,2026-05-04T05:06:41+00:00,1777871201187,0,0,0,182413618,3,0.1,157.142,0.0,0.0,0.0,0.0,USDJPY,OV2|959eb4|H1|B,
186263927,182414775,2026-05-04T05:09:05+00:00,1777871345684,1,1,0,182413558,4,0.05,4608.54,0.0,0.0,-12.85,0.0,XAUUSD,[sl 4608.61],
186264289,182414983,2026-05-04T05:09:14+00:00,1777871354211,0,0,0,182414983,3,0.05,4608.31,0.0,0.0,0.0,0.0,XAUUSD,OV2|923465|H1|B,
186265817,182416047,2026-05-04T05:10:57+00:00,1777871457679,1,1,0,182414983,4,0.05,4605.76,0.0,0.0,-12.75,0.0,XAUUSD,[sl 4605.76],
186266491,182416493,2026-05-04T05:11:42+00:00,1777871502911,0,0,0,182416493,3,0.05,4605.28,0.0,0.0,0.0,0.0,XAUUSD,OV2|d192d2|H1|B,
186270244,182419164,2026-05-04T05:16:07+00:00,1777871767093,1,1,0,182416493,4,0.05,4602.67,0.0,0.0,-13.05,0.0,XAUUSD,[sl 4602.78],
186270867,182419547,2026-05-04T05:16:50+00:00,1777871810095,0,0,0,182419547,3,0.05,4603.45,0.0,0.0,0.0,0.0,XAUUSD,OV2|a93f03|H1|B,
186273295,182421563,2026-05-04T05:21:22+00:00,1777872082259,1,1,0,182419547,4,0.05,4600.9,0.0,0.0,-12.75,0.0,XAUUSD,[sl 4600.95],
186277439,182424570,2026-05-04T05:27:16+00:00,1777872436090,1,0,0,182424570,3,0.05,4596.52,0.0,0.0,0.0,0.0,XAUUSD,OV2|e93c44|H1|S,
186284942,182430042,2026-05-04T05:37:12+00:00,1777873032777,0,1,0,182424570,4,0.05,4599.06,0.0,0.0,-12.7,0.0,XAUUSD,[sl 4599.02],
186297072,182438942,2026-05-04T05:55:29+00:00,1777874129080,1,1,0,182413618,4,0.1,157.067,0.0,0.0,-4.81,0.0,USDJPY,[sl 157.074],
186297795,182439408,2026-05-04T05:56:42+00:00,1777874202687,0,0,0,182439408,3,0.1,157.168,0.0,0.0,0.0,0.0,USDJPY,OV2|ac5f43|H1|B,
186298687,182440063,2026-05-04T05:58:36+00:00,1777874316942,1,1,0,182439408,4,0.1,157.1,0.0,0.0,-4.36,0.0,USDJPY,[sl 157.100],
186306159,182447078,2026-05-04T06:17:10+00:00,1777875430856,0,0,0,182447078,3,0.1,157.211,0.0,0.0,0.0,0.0,USDJPY,OV2|6e5d3a|H1|B,
186309744,182449509,2026-05-04T06:36:27+00:00,1777876587946,0,0,0,182449509,3,0.05,4606.1,0.0,0.0,0.0,0.0,XAUUSD,OV2|10f886|H1|B,
186310542,182450000,2026-05-04T06:39:07+00:00,1777876747430,1,1,0,182449509,4,0.05,4603.46,0.0,0.0,-13.2,0.0,XAUUSD,[sl 4603.60],
186314681,182452750,2026-05-04T06:45:00+00:00,1777877100551,1,1,0,182447078,4,0.1,157.138,0.0,0.0,-4.68,0.0,USDJPY,[sl 157.143],
186320473,182456663,2026-05-04T06:49:10+00:00,1777877350901,1,0,0,182456663,3,0.07,156.146,0.0,0.0,0.0,0.0,USDJPY,OV2|a043ba|H1|S,
186320772,182456835,2026-05-04T06:49:32+00:00,1777877372664,0,1,0,182456663,4,0.07,156.301,0.0,0.0,-6.98,0.0,USDJPY,[sl 156.296],
186321138,182457097,2026-05-04T06:50:33+00:00,1777877433502,1,0,0,182457097,3,0.06,156.39,0.0,0.0,0.0,0.0,USDJPY,OV2|e3167b|H1|S,
186322900,182458331,2026-05-04T06:53:25+00:00,1777877605440,0,1,0,182334016,4,0.1,1.1738,0.0,0.0,-6.9,0.0,EURUSD,[sl 1.17379],
186323686,182458823,2026-05-04T06:54:32+00:00,1777877672790,0,1,0,182457097,5,0.06,155.793,0.0,0.0,22.85,0.0,USDJPY,[tp 155.797],
186324106,182459099,2026-05-04T06:55:33+00:00,1777877733377,1,0,0,182459099,3,0.06,155.885,0.0,0.0,0.0,0.0,USDJPY,OV2|fef1ba|H1|S,
186324201,182459173,2026-05-04T06:55:55+00:00,1777877755032,0,1,0,182459099,4,0.06,156.039,0.0,0.0,-5.96,0.0,USDJPY,[sl 156.036],
186324537,182459433,2026-05-04T06:56:47+00:00,1777877807958,0,0,0,182459433,3,0.05,4612.77,0.0,0.0,0.0,0.0,XAUUSD,OV2|c37c14|H1|B,
186324574,182459465,2026-05-04T06:56:53+00:00,1777877813480,1,0,0,182459465,3,0.06,156.012,0.0,0.0,0.0,0.0,USDJPY,OV2|3683a0|H1|S,
186324705,182459556,2026-05-04T06:57:36+00:00,1777877856640,0,1,0,182459465,4,0.06,156.164,0.0,0.0,-5.88,0.0,USDJPY,[sl 156.162],
186325477,182460063,2026-05-04T06:58:16+00:00,1777877896171,1,0,0,182460063,3,0.06,156.141,0.0,0.0,0.0,0.0,USDJPY,OV2|baaeb3|H1|S,
186326024,182460466,2026-05-04T06:59:34+00:00,1777877974696,0,1,0,182460063,4,0.06,156.292,0.0,0.0,-5.83,0.0,USDJPY,[sl 156.291],
186327008,182461472,2026-05-04T07:00:45+00:00,1777878045210,1,0,0,182461472,3,0.07,156.229,0.0,0.0,0.0,0.0,USDJPY,OV2|6636fd|H1|S,
186328342,182462709,2026-05-04T07:03:42+00:00,1777878222830,1,1,0,182459433,4,0.05,4610.39,0.0,0.0,-11.9,0.0,XAUUSD,[sl 4610.47],
186328454,182462800,2026-05-04T07:03:54+00:00,1777878234363,0,1,0,182461472,4,0.07,156.379,0.0,0.0,-6.75,0.0,USDJPY,[sl 156.379],
186329284,182463355,2026-05-04T07:04:36+00:00,1777878276607,1,0,0,182463355,3,0.07,156.351,0.0,0.0,0.0,0.0,USDJPY,OV2|889195|H1|S,
186329326,182463383,2026-05-04T07:04:39+00:00,1777878279382,0,0,0,182463383,3,0.05,4608.25,0.0,0.0,0.0,0.0,XAUUSD,OV2|313c70|H1|B,
186330111,182464217,2026-05-04T07:06:19+00:00,1777878379212,0,1,0,182463355,4,0.07,156.502,0.0,0.0,-6.79,0.0,USDJPY,[sl 156.501],
186330272,182464336,2026-05-04T07:07:11+00:00,1777878431914,1,0,0,182464336,3,0.07,156.508,0.0,0.0,0.0,0.0,USDJPY,OV2|ca7f74|H1|S,
186333623,182467223,2026-05-04T07:22:22+00:00,1777879342200,0,1,0,182464336,4,0.07,156.664,0.0,0.0,-7.01,0.0,USDJPY,[sl 156.658],
186341299,182472438,2026-05-04T07:55:16+00:00,1777881316805,1,1,0,182463383,4,0.05,4605.74,0.0,0.0,-12.55,0.0,XAUUSD,[sl 4605.75],
186346120,182476906,2026-05-04T08:13:52+00:00,1777882432761,1,0,0,182476906,3,0.05,4602.33,0.0,0.0,0.0,0.0,XAUUSD,OV2|d02e90|H1|S,
186347680,182478060,2026-05-04T08:18:57+00:00,1777882737427,0,1,0,182476906,4,0.05,4604.83,0.0,0.0,-12.5,0.0,XAUUSD,[sl 4604.83],
186347729,182478088,2026-05-04T08:18:58+00:00,1777882738579,1,0,0,182478088,3,0.05,4604.74,0.0,0.0,0.0,0.0,XAUUSD,OV2|ed4e7b|H1|S,
186347896,182478292,2026-05-04T08:19:05+00:00,1777882745922,0,1,0,182478088,4,0.05,4607.25,0.0,0.0,-12.55,0.0,XAUUSD,[sl 4607.24],
186354939,182483116,2026-05-04T08:26:34+00:00,1777883194806,1,0,0,182483116,3,0.05,4600.69,0.0,0.0,0.0,0.0,XAUUSD,OV2|2f7b32|H1|S,
186360645,182487373,2026-05-04T08:34:24+00:00,1777883664350,0,0,0,182487373,3,0.1,156.836,0.0,0.0,0.0,0.0,USDJPY,OV2|57df84|H1|B,
186361347,182487830,2026-05-04T08:36:47+00:00,1777883807396,1,0,0,182487830,3,0.1,1.1726,0.0,0.0,0.0,0.0,EURUSD,OV2|735e06|H1|S,
186361613,182488006,2026-05-04T08:38:14+00:00,1777883894654,1,1,0,182487373,4,0.1,156.749,0.0,0.0,-5.58,0.0,USDJPY,[sl 156.749],
186361906,182488232,2026-05-04T08:39:21+00:00,1777883961744,0,0,0,182488232,3,0.1,156.812,0.0,0.0,0.0,0.0,USDJPY,OV2|57a035|H1|B,
186367711,182492448,2026-05-04T08:54:03+00:00,1777884843682,1,1,0,182488232,4,0.1,156.697,0.0,0.0,-7.38,0.0,USDJPY,[sl 156.705],
186367801,182492540,2026-05-04T08:54:54+00:00,1777884894300,0,0,0,182492540,3,0.1,156.775,0.0,0.0,0.0,0.0,USDJPY,OV2|534d6d|H1|B,
186370658,182494774,2026-05-04T09:02:37+00:00,1777885357674,0,0,0,182494774,3,0.1,1.3593600000000001,0.0,0.0,0.0,0.0,GBPUSD,OV2|1a0278|H1|B,
186370663,182494777,2026-05-04T09:02:40+00:00,1777885360602,1,0,0,182494777,3,0.05,4595.99,0.0,0.0,0.0,0.0,XAUUSD,OV2|129da2|H1|S,
